# Radius 	finiterdf__wat_wat	rdf__wat_wat	finiterdf__wat_OH	rdf__wat_OH	finiterdf__wat_Na	rdf__wat_Na	finiterdf__wat_B	rdf__wat_B	finiterdf__wat_H2	rdf__wat_H2	finiterdf__OH_OH	rdf__OH_OH	finiterdf__OH_Na	rdf__OH_Na	finiterdf__OH_B	rdf__OH_B	finiterdf__OH_H2	rdf__OH_H2	finiterdf__Na_Na	rdf__Na_Na	finiterdf__Na_B	rdf__Na_B	finiterdf__Na_H2	rdf__Na_H2	finiterdf__B_B	rdf__B_B	finiterdf__B_H2	rdf__B_H2	finiterdf__H2_H2	rdf__H2_H2	
7.04058 1.02986	1.0302	1.01151	1.01145	0.972635	0.971839	1.04792	1.04756	1.02304	1.02257	0.869065	0.871544	1.00558	1.01434	1.03734	1.03924	0.942367	0.938827	0.736609	0.739947	1.01747	1.02542	1.02708	1.02057	0.95078	0.953329	1.08707	1.08322	0.419549	0.840024	
7.05191 1.02895	1.0293	1.00966	1.0096	0.971356	0.970554	1.04895	1.0486	1.0254	1.02494	0.870461	0.872919	1.00164	1.01037	1.03875	1.04067	0.948377	0.944802	0.735265	0.738553	1.0252	1.03322	1.0539	1.04723	0.949162	0.951696	1.10961	1.10571	0.53437	1.06993	
7.06324 1.02816	1.02851	1.00817	1.00812	0.971046	0.970238	1.04904	1.0487	1.0202	1.01975	0.872708	0.875147	0.993479	1.00214	1.04074	1.04268	0.956703	0.953086	0.743042	0.746322	1.02279	1.0308	1.0651	1.05838	0.936764	0.939252	1.08933	1.08552	0.486339	0.97376	
7.07456 1.02744	1.0278	1.0068	1.00675	0.971337	0.970522	1.0498	1.04947	1.02493	1.02449	0.874971	0.877392	0.989429	0.99805	1.04378	1.04573	0.969031	0.965361	0.735693	0.738897	1.02679	1.03483	1.02322	1.01676	0.937994	0.940473	1.0929	1.0891	0.496325	0.993753	
7.08589 1.02602	1.02638	1.00553	1.00548	0.970837	0.970016	1.04912	1.0488	1.02367	1.02323	0.877224	0.879627	0.981566	0.990117	1.04311	1.04508	0.960715	0.957067	0.739229	0.742405	1.0287	1.03677	1.05681	1.05015	0.939227	0.941697	1.06767	1.06398	0.414201	0.829289	
7.09722 1.02565	1.02602	1.00452	1.00448	0.97086	0.970032	1.04747	1.04716	1.0156	1.01517	0.878947	0.881331	0.97992	0.988454	1.04799	1.04997	0.967474	0.963791	0.740143	0.74328	1.03313	1.04124	1.06045	1.05378	0.925455	0.927873	1.06703	1.06335	0.355535	0.711785	
7.10855 1.02459	1.02496	1.00328	1.00324	0.971714	0.970879	1.04953	1.04923	1.02063	1.0202	0.880182	0.882545	0.973769	0.982245	1.04963	1.05162	0.955501	0.951854	0.741393	0.744491	1.02898	1.03707	1.06575	1.05906	0.927792	0.930201	1.07485	1.07116	0.445862	0.892598	
7.11988 1.02359	1.02396	1.00285	1.00281	0.972504	0.971662	1.05059	1.0503	1.01831	1.01788	0.882032	0.884377	0.968322	0.976746	1.05044	1.05245	0.963225	0.95954	0.735847	0.738877	1.0374	1.04557	1.04337	1.03683	0.926202	0.928592	1.05919	1.05557	0.490028	0.981013	
7.13121 1.02279	1.02317	1.00135	1.0013	0.971544	0.970697	1.04938	1.04911	1.0139	1.01348	0.882898	0.885221	0.963461	0.971837	1.04911	1.05113	0.960378	0.956694	0.73817	0.741166	1.04016	1.04837	1.06887	1.0622	0.92214	0.924503	1.08192	1.07824	0.465753	0.932401	
7.14253 1.02118	1.02157	0.99948	0.999435	0.972459	0.971604	1.04988	1.04962	1.0214	1.02098	0.886126	0.888435	0.959874	0.968211	1.05217	1.05421	0.963573	0.959867	0.738362	0.741314	1.04097	1.04919	1.06423	1.05759	0.913578	0.915902	1.06339	1.05979	0.4756	0.952104	
7.15386 1.02061	1.02101	0.998774	0.998729	0.97137	0.970509	1.04897	1.04872	1.02044	1.02003	0.886337	0.888623	0.953234	0.961505	1.05374	1.0558	0.97756	0.973795	0.741879	0.744801	1.04465	1.05291	1.07445	1.06776	0.912096	0.914398	1.07194	1.06833	0.485383	0.971682	
7.16519 1.01925	1.01965	0.997864	0.997818	0.970914	0.970047	1.05011	1.04987	1.0225	1.02209	0.889935	0.892209	0.952148	0.9604	1.05541	1.05748	0.981348	0.977563	0.739689	0.742558	1.04506	1.05334	1.07022	1.06358	0.908026	0.910298	1.07105	1.06746	0.472597	0.946074	
7.17652 1.01805	1.01845	0.997201	0.997155	0.971307	0.970433	1.04986	1.04963	1.02258	1.02218	0.892255	0.894513	0.949465	0.957685	1.05757	1.05966	0.974721	0.970955	0.748634	0.751494	1.05127	1.05962	1.06622	1.05962	0.909793	0.912051	1.06934	1.06576	0.504757	1.01046	
7.18785 1.01692	1.01732	0.996401	0.996354	0.971322	0.970442	1.04984	1.04963	1.01336	1.01296	0.894458	0.896699	0.945649	0.953825	1.05872	1.06083	0.978898	0.97511	0.750295	0.753117	1.0517	1.06006	1.07239	1.06576	0.90228	0.904499	1.08295	1.07935	0.368989	0.738622	
7.19918 1.01573	1.01614	0.995234	0.995186	0.972321	0.971433	1.0487	1.0485	1.01607	1.01567	0.896833	0.899059	0.939632	0.947745	1.05678	1.0589	0.972259	0.96849	0.738425	0.741158	1.05096	1.05933	1.0909	1.08418	0.899565	0.901757	1.06716	1.06363	0.66878	1.33883	
7.2105 1.0148	1.01521	0.99439	0.994341	0.970717	0.969823	1.04912	1.04893	1.01149	1.01109	0.89943	0.901641	0.939102	0.947198	1.05925	1.06139	0.975328	0.97154	0.750678	0.753412	1.05313	1.06153	1.09796	1.09123	0.895034	0.897192	1.06175	1.05825	0.433342	0.867482	
7.22183 1.01374	1.01415	0.993473	0.993422	0.971898	0.970997	1.04909	1.04891	1.0154	1.01502	0.900866	0.90306	0.936291	0.94435	1.06196	1.06413	0.982065	0.978246	0.744374	0.74704	1.06247	1.07097	1.08057	1.07396	0.893216	0.895347	1.04427	1.04084	0.598131	1.19742	
7.23316 1.01182	1.01224	0.993617	0.993564	0.971003	0.970096	1.0473	1.04713	1.01434	1.01395	0.901479	0.903654	0.933324	0.941345	1.06133	1.06351	0.989062	0.985212	0.75504	0.757701	1.05637	1.06483	1.10275	1.09603	0.892419	0.894527	1.03691	1.03351	0.441673	0.884177	
7.24449 1.01027	1.01069	0.991831	0.991776	0.97179	0.970875	1.04754	1.04739	1.01176	1.01138	0.905025	0.907188	0.930444	0.938426	1.05981	1.062	0.977359	0.973549	0.753254	0.755865	1.05727	1.06576	1.08626	1.07966	0.888845	0.890921	1.06588	1.0624	0.473315	0.947508	
7.25582 1.00941	1.00983	0.991561	0.991505	0.972011	0.971089	1.04845	1.04831	1.00947	1.00909	0.907071	0.909219	0.931851	0.939832	1.06298	1.06519	0.979237	0.975414	0.760221	0.762813	1.06633	1.07491	1.10278	1.09611	0.890798	0.892856	1.02455	1.02122	0.427946	0.856657	
7.26715 1.00833	1.00875	0.990442	0.990384	0.973436	0.972507	1.04839	1.04826	1.01127	1.01089	0.908872	0.911005	0.927151	0.935077	1.06605	1.06829	0.990721	0.98685	0.761919	0.764473	1.0678	1.07641	1.10016	1.09352	0.880085	0.882093	1.02865	1.02531	0.525062	1.05108	
7.27847 1.00702	1.00744	0.990492	0.990431	0.972717	0.971782	1.04843	1.04832	1.00708	1.0067	0.913923	0.916049	0.926171	0.934074	1.06735	1.06961	0.993798	0.989913	0.762093	0.764604	1.05951	1.06807	1.10966	1.103	0.879682	0.881663	1.03878	1.03541	0.50162	1.00415	
7.2898 1.00554	1.00596	0.989976	0.989912	0.972908	0.971966	1.04636	1.04625	1.00758	1.00721	0.917809	0.919927	0.926502	0.934393	1.06654	1.06881	1.0036	0.999672	0.767316	0.769801	1.06498	1.0736	1.09434	1.08779	0.879932	0.881889	1.03636	1.03301	0.326127	0.652791	
7.30113 1.00435	1.00477	0.988811	0.988745	0.971497	0.970549	1.04638	1.04629	1.00571	1.00534	0.918308	0.920409	0.9253	0.933166	1.06916	1.07146	0.980164	0.976326	0.76397	0.766402	1.07121	1.07991	1.09074	1.08424	0.881351	0.883286	1.03576	1.03241	0.444325	0.889357	
7.31246 1.00313	1.00356	0.988196	0.988127	0.972411	0.971455	1.04577	1.04569	1.01097	1.0106	0.920228	0.922316	0.9222	0.930023	1.06466	1.06697	0.988534	0.984659	0.762435	0.764818	1.067	1.07569	1.11098	1.10438	0.883795	0.885711	1.02014	1.01686	0.44295	0.886579	
7.32379 1.00168	1.00211	0.987973	0.987902	0.974137	0.973173	1.04552	1.04546	1.00034	0.999975	0.92201	0.924085	0.924651	0.93248	1.06727	1.0696	0.993805	0.989907	0.771484	0.773852	1.06864	1.07736	1.09158	1.08512	0.876054	0.877927	1.03035	1.02704	0.527742	1.05631	
7.33512 1.00038	1.0008	0.987431	0.987356	0.973241	0.972271	1.04554	1.04549	1.00682	1.00645	0.9253	0.927366	0.922711	0.930507	1.06533	1.06767	0.988401	0.984521	0.77442	0.776754	1.07585	1.08465	1.09816	1.09168	0.882187	0.884049	1.00351	1.00029	0.408006	0.816614	
7.34644 0.998791	0.999213	0.986906	0.986829	0.974018	0.973042	1.04579	1.04574	1.01256	1.01219	0.92682	0.928873	0.922991	0.930774	1.06818	1.07055	0.994226	0.990321	0.777525	0.779826	1.07497	1.08378	1.08407	1.0777	0.877986	0.879812	1.04106	1.03772	0.449565	0.899769	
7.35777 0.998047	0.998469	0.986736	0.986655	0.974294	0.973311	1.04561	1.04558	1.00441	1.00404	0.929908	0.931952	0.919996	0.927737	1.06901	1.0714	1.005	1.00105	0.775703	0.777957	1.06944	1.07823	1.10366	1.0972	0.878358	0.880159	1.02777	1.02449	0.533549	1.06788	
7.3691 0.996401	0.996822	0.986408	0.986324	0.974163	0.973174	1.04473	1.04471	1.00402	1.00366	0.932173	0.934207	0.92326	0.931013	1.06888	1.07129	0.993096	0.989193	0.781186	0.783413	1.07284	1.08168	1.12391	1.11736	0.8823	0.884083	1.02048	1.01722	0.468081	0.936829	
7.38043 0.99521	0.995629	0.986277	0.986189	0.974525	0.973529	1.04382	1.04381	0.997231	0.996872	0.935073	0.937099	0.920692	0.928406	1.06879	1.07122	0.988724	0.984834	0.791868	0.794085	1.07889	1.0878	1.09748	1.09111	0.883274	0.885034	1.00831	1.00509	0.349984	0.700415	
7.39176 0.994216	0.994634	0.986309	0.986218	0.975652	0.974648	1.04355	1.04355	0.998237	0.997877	0.938074	0.940092	0.919054	0.926738	1.06863	1.07107	0.991325	0.987422	0.784918	0.787074	1.07476	1.08366	1.08687	1.08059	0.875695	0.877414	1.01188	1.00865	0.401777	0.804029	
7.40309 0.992614	0.993029	0.986013	0.985919	0.974846	0.973837	1.04237	1.04238	0.99686	0.9965	0.941234	0.943246	0.923263	0.930966	1.0694	1.07187	1.00498	1.00103	0.794114	0.796254	1.07974	1.0887	1.12376	1.1173	0.877413	0.879108	0.990245	0.987081	0.358386	0.717143	
7.41441 0.991642	0.992055	0.986137	0.986039	0.977748	0.976731	1.0416	1.04162	0.998924	0.998562	0.94355	0.945554	0.922732	0.930415	1.06706	1.06954	0.994714	0.990795	0.794428	0.796529	1.07554	1.08449	1.0853	1.07908	0.883051	0.884732	0.99053	0.987362	0.378308	0.756963	
7.42574 0.990238	0.990648	0.98594	0.985838	0.977242	0.976219	1.04189	1.04192	0.997219	0.996858	0.944916	0.94691	0.924293	0.931973	1.06757	1.07007	0.991827	0.987917	0.799967	0.802043	1.07583	1.08481	1.1237	1.1173	0.888924	0.890591	0.984794	0.98164	0.534303	1.06911	
7.43707 0.988879	0.989285	0.985815	0.98571	0.977955	0.976925	1.04084	1.04089	0.995896	0.995534	0.9492	0.951192	0.921327	0.928966	1.06842	1.07094	1.01149	1.0075	0.800369	0.802405	1.07955	1.08858	1.09649	1.09026	0.881877	0.883505	0.99727	0.994074	0.365562	0.731423	
7.4484 0.987677	0.98808	0.985376	0.985268	0.978148	0.977113	1.0407	1.04076	0.996566	0.996203	0.949949	0.95193	0.924853	0.932504	1.06645	1.06899	1.00581	1.00185	0.810863	0.812888	1.08337	1.09246	1.10338	1.09714	0.884767	0.886375	1.01179	1.00855	0.510232	1.02088	
7.45973 0.987053	0.987453	0.985737	0.985625	0.977871	0.97683	1.03913	1.0392	0.9965	0.996136	0.952569	0.954544	0.926486	0.934135	1.06406	1.06661	1.00535	1.00139	0.8181	0.820105	1.08148	1.09058	1.11291	1.10665	0.886938	0.888525	0.987376	0.98421	0.550208	1.1009	
7.47106 0.985802	0.986198	0.985963	0.985848	0.977958	0.976911	1.04045	1.04052	0.999193	0.998828	0.955202	0.957173	0.927964	0.93561	1.06708	1.06965	1.01074	1.00676	0.815763	0.817724	1.07819	1.08728	1.08999	1.08388	0.889063	0.890629	0.982659	0.979503	0.434693	0.869738	
7.48238 0.984581	0.984972	0.985854	0.985735	0.979235	0.978181	1.03856	1.03865	0.994385	0.99402	0.957114	0.959078	0.925979	0.933593	1.066	1.06859	1.00911	1.00514	0.816493	0.818419	1.08012	1.08926	1.09911	1.09297	0.896083	0.897637	0.981405	0.978248	0.629429	1.25945	
7.49371 0.983576	0.983963	0.986024	0.985901	0.979988	0.978928	1.03875	1.03885	0.994642	0.994275	0.960382	0.962344	0.931237	0.93888	1.06585	1.06846	1.01192	1.00794	0.818387	0.820279	1.08195	1.09113	1.1177	1.11149	0.898244	0.899779	0.97825	0.975097	0.545229	1.091	
7.50504 0.982745	0.983128	0.986295	0.986168	0.980515	0.97945	1.03735	1.03746	0.990154	0.989787	0.962734	0.964692	0.93188	0.939513	1.06323	1.06585	1.01803	1.01403	0.826892	0.828767	1.08163	1.09083	1.09648	1.09041	0.894114	0.895618	0.998851	0.99563	0.379483	0.759295	
7.51637 0.981923	0.982301	0.986335	0.986205	0.982155	0.981083	1.03769	1.0378	0.994084	0.993713	0.966621	0.968579	0.934873	0.942517	1.06222	1.06486	1.00772	1.00376	0.826393	0.82823	1.07842	1.08762	1.1193	1.11314	0.899276	0.900765	0.990161	0.986965	0.449918	0.900203	
7.5277 0.981187	0.98156	0.98652	0.986387	0.982474	0.981397	1.03664	1.03677	0.992919	0.992547	0.967784	0.969737	0.93374	0.94136	1.06298	1.06563	1.01569	1.0117	0.832145	0.833959	1.07902	1.08825	1.11745	1.11133	0.900221	0.901689	0.965095	0.96197	0.407787	0.815866	
7.53903 0.980668	0.981035	0.98673	0.986593	0.982187	0.981106	1.0355	1.03564	0.989673	0.9893	0.970078	0.972029	0.93495	0.942565	1.05839	1.06106	1.01471	1.01073	0.829032	0.830803	1.07517	1.08439	1.09546	1.08949	0.901031	0.902478	1.00229	0.999043	0.47771	0.955753	
7.55036 0.979397	0.979759	0.987444	0.987304	0.983366	0.982279	1.03526	1.0354	0.987476	0.9871	0.971816	0.973763	0.940172	0.947817	1.06019	1.06287	1.00501	1.00106	0.840322	0.842082	1.07541	1.08466	1.10944	1.10342	0.903167	0.904594	0.981455	0.978272	0.587747	1.17596	
7.56168 0.978837	0.979193	0.987524	0.98738	0.983185	0.982093	1.03435	1.0345	0.994077	0.993697	0.974732	0.976679	0.938923	0.946545	1.05738	1.06007	1.01233	1.00836	0.844611	0.846346	1.07678	1.08606	1.09115	1.08525	0.910774	0.912192	0.990304	0.987088	0.495058	0.990504	
7.57301 0.978449	0.9788	0.987523	0.987376	0.985012	0.983914	1.03345	1.03361	0.984215	0.983835	0.975782	0.977726	0.941712	0.949344	1.0562	1.0589	1.01439	1.01042	0.845817	0.84752	1.08075	1.09009	1.10001	1.0941	0.907153	0.908544	0.988463	0.985249	0.382775	0.765803	
7.58434 0.977665	0.97801	0.987722	0.987572	0.986318	0.985214	1.03217	1.03234	0.989392	0.989006	0.980811	0.98276	0.942511	0.950137	1.05497	1.05769	1.0248	1.02079	0.850703	0.852384	1.07501	1.08433	1.09115	1.0853	0.92077	0.922163	0.977329	0.974145	0.281203	0.562526	
7.59567 0.976867	0.977206	0.988835	0.988681	0.985007	0.983901	1.03306	1.03324	0.987595	0.987206	0.980368	0.982312	0.941635	0.949241	1.05213	1.05486	1.01669	1.01272	0.849019	0.850663	1.07953	1.08891	1.10051	1.09464	0.915979	0.917344	0.979422	0.976226	0.450586	0.901342	
7.607 0.97626	0.976593	0.989397	0.989241	0.986962	0.98585	1.03136	1.03155	0.987161	0.986769	0.983882	0.985828	0.946402	0.954035	1.05296	1.05571	1.02199	1.018	0.856736	0.858362	1.07353	1.08289	1.11313	1.10723	0.918648	0.919998	0.9656	0.962439	0.349413	0.698902	
7.61833 0.975908	0.976234	0.989488	0.989328	0.988566	0.987449	1.03135	1.03155	0.989035	0.98864	0.987403	0.989354	0.948324	0.955961	1.05424	1.05701	1.016	1.01204	0.866028	0.867641	1.0748	1.08419	1.07498	1.0693	0.921448	0.922783	0.983006	0.979783	0.477771	0.955634	
7.62965 0.975437	0.975756	0.989565	0.989403	0.989195	0.988074	1.03009	1.0303	0.991033	0.990634	0.987979	0.989928	0.948324	0.95595	1.05082	1.05359	1.01983	1.01586	0.867487	0.869073	1.07228	1.08167	1.09642	1.09065	0.926895	0.928221	0.972738	0.96954	0.367189	0.734396	
7.64098 0.974786	0.975099	0.99057	0.990405	0.988837	0.987713	1.02987	1.03009	0.984524	0.984124	0.989893	0.991844	0.95299	0.960643	1.04681	1.04958	1.02904	1.02504	0.866261	0.867813	1.06424	1.07358	1.10435	1.09857	0.929266	0.930577	0.999539	0.996253	0.465047	0.9301	
7.65231 0.974514	0.974821	0.990813	0.990646	0.991163	0.990034	1.02898	1.0292	0.987836	0.987431	0.993205	0.995161	0.95515	0.962811	1.0472	1.04999	1.0196	1.01564	0.872386	0.87392	1.07044	1.07986	1.12008	1.11425	0.936544	0.93785	0.976304	0.973086	0.493267	0.986538	
7.66364 0.974262	0.974561	0.990901	0.990731	0.991028	0.989896	1.02751	1.02774	0.983246	0.982838	0.995412	0.997372	0.956523	0.964186	1.04624	1.04904	1.01536	1.01142	0.874207	0.875715	1.07227	1.08173	1.13116	1.12531	0.932132	0.933415	0.967408	0.964211	0.501646	1.0033	
7.67497 0.974083	0.974376	0.991646	0.991474	0.992331	0.991195	1.02761	1.02785	0.986573	0.98616	0.997111	0.999074	0.958127	0.965794	1.04504	1.04785	1.00215	0.998256	0.87705	0.878534	1.06777	1.07721	1.08551	1.07992	0.941463	0.942744	0.946393	0.943251	0.549202	1.09844	
7.6863 0.973693	0.973979	0.99229	0.992116	0.992285	0.991147	1.02654	1.02679	0.975678	0.975264	0.999355	1.00132	0.961164	0.968846	1.04151	1.04433	1.01414	1.0102	0.878437	0.879894	1.06411	1.07354	1.10676	1.10109	0.943062	0.944332	0.965154	0.961939	0.51825	1.03654	
7.69762 0.973683	0.973962	0.993303	0.993126	0.994594	0.993452	1.02543	1.02568	0.980082	0.97966	0.999551	1.00152	0.962777	0.970465	1.04013	1.04295	1.02212	1.01816	0.885362	0.886804	1.06461	1.07406	1.10585	1.10022	0.950627	0.951894	0.962496	0.95928	0.380232	0.760445	
7.70895 0.973109	0.973381	0.993066	0.992888	0.995167	0.994022	1.02526	1.02552	0.980334	0.979906	1.00193	1.0039	0.963558	0.971245	1.03841	1.04124	1.01003	1.00611	0.888536	0.889956	1.06413	1.07361	1.08568	1.08017	0.949768	0.951021	0.994772	0.991446	0.437441	0.87483	
7.72028 0.973049	0.973313	0.993638	0.993458	0.995776	0.99463	1.02496	1.02522	0.979775	0.979342	1.00375	1.00573	0.966689	0.974393	1.03653	1.03936	1.02003	1.01609	0.885744	0.887132	1.06636	1.07587	1.11445	1.10883	0.947993	0.949231	0.957034	0.953822	0.48462	0.969175	
7.73161 0.973147	0.973404	0.994462	0.99428	0.996333	0.995185	1.02372	1.02399	0.981845	0.981406	1.007	1.00899	0.969351	0.977071	1.03253	1.03537	1.02385	1.01989	0.896261	0.89764	1.0568	1.06625	1.09472	1.08922	0.956592	0.957829	0.964254	0.961007	0.463873	0.927665	
7.74294 0.972643	0.972893	0.994143	0.993959	0.997136	0.995985	1.02236	1.02263	0.979754	0.979311	1.00959	1.01158	0.97279	0.980532	1.02726	1.03009	1.01657	1.01265	0.900553	0.901915	1.05917	1.06866	1.11489	1.10933	0.964607	0.965846	0.974282	0.970994	0.404702	0.809291	
7.75427 0.972878	0.97312	0.995266	0.995081	0.998292	0.997139	1.02258	1.02287	0.978556	0.978107	1.00999	1.01199	0.973072	0.980811	1.02681	1.02965	1.01191	1.00801	0.902036	0.903376	1.05207	1.06152	1.08602	1.08062	0.961158	0.962382	0.954179	0.950946	0.413128	0.826101	
7.76559 0.972619	0.972854	0.995581	0.995394	0.999457	0.998302	1.02108	1.02137	0.980042	0.979587	1.01159	1.0136	0.972056	0.979782	1.02672	1.02957	1.01171	1.00781	0.906528	0.907851	1.05539	1.06488	1.08675	1.08138	0.969841	0.971068	0.94643	0.943208	0.526879	1.05358	
7.77692 0.972627	0.972855	0.996326	0.996138	0.999301	0.998146	1.01897	1.01927	0.97846	0.977999	1.01266	1.01468	0.976289	0.984043	1.02305	1.02589	1.01726	1.01334	0.908266	0.909568	1.05387	1.06337	1.1034	1.09798	0.971682	0.972904	0.966493	0.963193	0.353414	0.706648	
7.78825 0.973047	0.973267	0.99727	0.997082	1.00219	1.00103	1.01938	1.01968	0.973853	0.973388	1.01655	1.01857	0.979029	0.986802	1.02262	1.02547	1.02237	1.01844	0.911321	0.912606	1.05219	1.06169	1.10337	1.09797	0.972672	0.973889	0.96968	0.96636	0.438102	0.875951	
7.79958 0.972267	0.97248	0.997609	0.99742	1.00153	1.00038	1.01892	1.01923	0.97587	0.975397	1.01771	1.01975	0.981323	0.989111	1.01718	1.02001	1.01949	1.01557	0.91911	0.920385	1.0456	1.05506	1.08997	1.08466	0.979397	0.980617	0.955083	0.9518	0.579275	1.15827	
7.81091 0.972602	0.972808	0.997848	0.997658	1.00254	1.00138	1.01725	1.01757	0.975257	0.974777	1.01893	1.02098	0.981481	0.989267	1.01809	1.02094	1.02561	1.02167	0.912588	0.913833	1.04783	1.05733	1.10802	1.10266	0.982065	0.983284	0.974058	0.970701	0.416627	0.83301	
7.82224 0.973109	0.973308	0.998588	0.998398	1.00381	1.00265	1.0167	1.01702	0.977674	0.977187	1.02082	1.02287	0.983822	0.991625	1.01235	1.01518	1.00691	1.00304	0.925411	0.926653	1.04742	1.05693	1.073	1.06783	0.982707	0.983922	1.00551	1.00204	0.424862	0.84944	
7.83356 0.972858	0.973049	0.999302	0.999111	1.00378	1.00262	1.01604	1.01636	0.975799	0.975306	1.02329	1.02536	0.985987	0.993805	1.01297	1.01581	1.01794	1.01404	0.916847	0.918057	1.04453	1.05403	1.09308	1.08784	0.9852	0.986414	0.948557	0.945275	0.508361	1.01639	
7.84489 0.973209	0.973393	1.00008	0.999887	1.00553	1.00437	1.01448	1.0148	0.969557	0.969058	1.02438	1.02645	0.988487	0.996324	1.0101	1.01293	1.01374	1.00986	0.925082	0.926283	1.04127	1.05075	1.07515	1.07002	0.989001	0.990217	0.947732	0.944437	0.422412	0.844508	
7.85622 0.973432	0.973608	1.00071	1.00052	1.00577	1.00461	1.01475	1.01508	0.977227	0.976718	1.02549	1.02758	0.989303	0.997145	1.00864	1.01148	1.00987	1.006	0.931185	0.932377	1.03852	1.04799	1.07968	1.07455	0.989758	0.990973	0.96164	0.958286	0.449274	0.898186	
7.86755 0.973208	0.973377	1.00077	1.00058	1.00757	1.00641	1.01259	1.01292	0.971634	0.97112	1.02702	1.02912	0.992298	1.00016	1.00393	1.00675	1.01409	1.01021	0.938479	0.939663	1.03699	1.04647	1.0821	1.07698	0.995705	0.996926	0.947466	0.944146	0.447981	0.895575	
7.87888 0.973811	0.973973	1.00117	1.00098	1.00823	1.00707	1.01244	1.01277	0.973588	0.973065	1.02843	1.03054	0.993644	1.00152	1.004	1.00683	1.00778	1.00392	0.937952	0.939119	1.03558	1.04506	1.1014	1.09622	0.992921	0.994137	0.955945	0.952583	0.493224	0.986018	
7.89021 0.973841	0.973996	1.00234	1.00215	1.0099	1.00875	1.01079	1.01113	0.975267	0.974736	1.02979	1.03191	0.99264	1.00051	0.999267	1.00208	1.01244	1.00857	0.938443	0.939595	1.03667	1.04616	1.09222	1.08711	1.00083	1.00205	0.953546	0.950178	0.463971	0.927517	
7.90153 0.974132	0.97428	1.00258	1.00239	1.0098	1.00865	1.00912	1.00946	0.973814	0.973277	1.03261	1.03475	0.995763	1.00366	0.997925	1.00073	1.01721	1.01333	0.946809	0.947957	1.03149	1.04095	1.08515	1.0801	0.995942	0.997161	0.948243	0.944879	0.397872	0.795333	
7.91286 0.974265	0.974406	1.00256	1.00237	1.01141	1.01026	1.01033	1.01068	0.977892	0.977346	1.03387	1.03602	0.998536	1.00646	0.995842	0.998645	1.0175	1.01362	0.941784	0.94291	1.02893	1.03839	1.07863	1.07363	1.00288	1.0041	0.938867	0.935519	0.525902	1.05128	
7.92419 0.974385	0.974518	1.00345	1.00326	1.01223	1.01108	1.00825	1.0086	0.975659	0.975108	1.03499	1.03716	1.00029	1.00822	0.992747	0.995541	1.01017	1.00632	0.95059	0.951713	1.02721	1.03665	1.08662	1.08161	1.00619	1.00743	0.958503	0.955072	0.4048	0.809149	
7.93552 0.975132	0.975258	1.00376	1.00358	1.01288	1.01173	1.00786	1.00821	0.97305	0.972492	1.03545	1.03763	1.00405	1.01202	0.990137	0.992921	0.996625	0.992823	0.952219	0.953332	1.02726	1.03672	1.0842	1.07923	1.01017	1.01141	0.934193	0.930831	0.486208	0.971868	
7.94685 0.975246	0.975365	1.00407	1.00388	1.0129	1.01176	1.00671	1.00706	0.977925	0.977358	1.03703	1.03922	1.00412	1.01209	0.985954	0.988724	1.01322	1.00936	0.945504	0.946593	1.02391	1.03335	1.08619	1.08124	1.00338	1.00461	0.927466	0.924107	0.411642	0.822777	
7.95818 0.97553	0.975642	1.00467	1.00449	1.01382	1.01268	1.00648	1.00683	0.972479	0.971907	1.0371	1.03931	1.00446	1.01244	0.985474	0.988238	1.01098	1.00712	0.952574	0.953658	1.01709	1.02647	1.09814	1.09315	1.00999	1.01124	0.943408	0.939975	0.465201	0.929809	
7.9695 0.975785	0.97589	1.00493	1.00475	1.01518	1.01404	1.00508	1.00544	0.971745	0.971165	1.03915	1.04137	1.00677	1.01478	0.98384	0.986596	1.00297	0.999144	0.953099	0.954171	1.01979	1.02921	1.07093	1.06609	1.01528	1.01654	0.95134	0.947863	0.345635	0.690768	
7.98083 0.975735	0.975833	1.00527	1.00509	1.0153	1.01417	1.00368	1.00404	0.966113	0.965527	1.03973	1.04196	1.00726	1.01527	0.981574	0.984319	1.00134	0.997522	0.958096	0.959163	1.01364	1.02301	1.07377	1.06894	1.02057	1.02184	0.959726	0.956207	0.553262	1.10575	
7.99216 0.97642	0.976511	1.00669	1.00651	1.0164	1.01527	1.00263	1.00298	0.972583	0.971985	1.0416	1.04385	1.00916	1.01719	0.980486	0.983224	0.99712	0.993318	0.960829	0.961887	1.01142	1.02077	1.08513	1.08028	1.02455	1.02583	0.938752	0.935291	0.43412	0.867602	
8.00349 0.976758	0.976843	1.00588	1.0057	1.01703	1.0159	1.00228	1.00264	0.973764	0.973157	1.04341	1.04568	1.00899	1.01702	0.977665	0.980388	1.00227	0.998452	0.966548	0.967603	1.0105	1.01985	1.05751	1.0528	1.02433	1.02563	0.956471	0.952933	0.496022	0.991312	
8.01482 0.977295	0.977373	1.00656	1.00638	1.01689	1.01577	1.00183	1.00219	0.972326	0.971712	1.04385	1.04614	1.01273	1.0208	0.973827	0.976533	0.995446	0.991647	0.957217	0.958251	1.00664	1.01596	1.0925	1.08765	1.02195	1.02324	0.954602	0.951056	0.359724	0.718858	
