# Radius 	finiterdf__wat_wat	rdf__wat_wat	finiterdf__wat_OH	rdf__wat_OH	finiterdf__wat_Na	rdf__wat_Na	finiterdf__wat_B	rdf__wat_B	finiterdf__wat_H2	rdf__wat_H2	finiterdf__OH_OH	rdf__OH_OH	finiterdf__OH_Na	rdf__OH_Na	finiterdf__OH_B	rdf__OH_B	finiterdf__OH_H2	rdf__OH_H2	finiterdf__Na_Na	rdf__Na_Na	finiterdf__Na_B	rdf__Na_B	finiterdf__Na_H2	rdf__Na_H2	finiterdf__B_B	rdf__B_B	finiterdf__B_H2	rdf__B_H2	finiterdf__H2_H2	rdf__H2_H2	
16.5791 1.00023	1.00034	1.00101	1.00057	1.00019	0.99967	1.00033	0.999931	1.00124	1.00004	0.992832	0.997934	0.995707	1.00163	0.992151	0.99722	0.998245	0.995815	0.99127	0.996889	0.993879	0.999736	1.02324	1.01753	0.991189	0.996125	0.996784	0.994438	0.535388	1.14639	
16.5904 1.00014	1.00025	1.00081	1.00038	1.00033	0.999803	1.00078	1.00038	1.00027	0.999072	0.992966	0.998064	0.994588	1.0005	0.992934	0.998003	0.997436	0.994995	0.994566	1.0002	0.993621	0.999476	1.00984	1.00422	0.996501	1.00147	1.0098	1.00744	0.489039	1.04727	
16.6017 1.00004	1.00015	1.00081	1.00037	1.00035	0.999826	1.00034	0.999934	0.99987	0.998665	0.993117	0.998211	0.994582	1.0005	0.993439	0.998506	1.0009	0.998446	0.995959	1.00161	0.99508	1.00095	1.01065	1.00503	0.994291	0.999244	0.99447	0.992128	0.447297	0.95778	
16.613 1	1.00011	1.00104	1.00061	1.00065	1.00012	1.00008	0.99968	1.00042	0.999213	0.992287	0.99737	0.995134	1.00105	0.993648	0.998713	0.997176	0.994718	0.991356	0.996973	0.994586	1.00045	1.00594	1.00035	0.992018	0.996952	0.996351	0.993989	0.45705	0.978611	
16.6244 0.999953	1.00006	1.00097	1.00054	1.00052	0.999999	1.00108	1.00068	1.00045	0.999242	0.992888	0.99797	0.995875	1.00181	0.992907	0.997964	1.00039	0.997917	0.988222	0.993805	0.995219	1.00109	1.01266	1.00705	0.993081	0.998015	1.00806	1.00568	0.487933	1.04486	
16.6357 0.99991	1.00002	1.00095	1.00051	0.999822	0.999295	1.00049	1.00009	0.998635	0.997421	0.992474	0.997547	0.994618	1.00054	0.992192	0.997238	1.00481	1.00234	0.990665	0.996253	0.991883	0.997728	1.00543	0.999866	0.993361	0.998292	0.998651	0.996289	0.523565	1.1215	
16.647 0.999867	0.999976	1.00094	1.00051	1.00003	0.999502	1.00072	1.00032	0.999223	0.998003	0.991816	0.996877	0.996185	1.00212	0.992548	0.997589	0.999111	0.996641	0.994105	0.999711	0.994161	1.00002	1.01269	1.0071	0.994372	0.999307	1.00211	0.999742	0.507562	1.08747	
16.6584 1.00005	1.00016	1.00095	1.00053	1.0004	0.999873	1.00018	0.999778	0.999669	0.998444	0.99255	0.99761	0.995084	1.00102	0.992604	0.99764	1.00177	0.999294	0.992697	0.998291	0.993926	0.999783	1.01068	1.00511	0.993794	0.998722	1.00166	0.999292	0.458608	0.982539	
16.6697 0.99987	0.99998	1.00103	1.0006	1.00012	0.999585	1.00058	1.00018	1.00065	0.999422	0.992535	0.997588	0.995087	1.00102	0.993048	0.998081	0.992792	0.990311	0.992535	0.998123	0.99448	1.00034	1.00453	0.998994	0.994795	0.999728	1.00462	1.00224	0.506078	1.08448	
16.681 1.0002	1.00031	1.00109	1.00066	1.00021	0.999676	1.0006	1.0002	1.00208	1.00085	0.992446	0.997492	0.994162	1.00009	0.99182	0.996838	0.998435	0.99593	0.993435	0.999026	0.995201	1.00107	1.01639	1.01082	0.994459	0.999389	1.00038	0.998009	0.501803	1.07552	
16.6923 0.999912	1.00002	1.00095	1.00053	0.999924	0.999392	1.00067	1.00027	1.00158	1.00035	0.993277	0.998323	0.995185	1.00113	0.993475	0.998498	1.00065	0.998136	0.992401	0.997981	0.994248	1.00011	1.02316	1.0176	0.993646	0.998568	0.995914	0.99354	0.50931	1.09187	
16.7037 0.999868	0.999978	1.00103	1.00061	1.00038	0.999844	1.00088	1.00048	1.00097	0.999745	0.992891	0.99793	0.995129	1.00107	0.992619	0.997631	1.00322	1.0007	0.989797	0.99535	0.993724	0.999583	1.00578	1.00031	0.994449	0.999373	1.01255	1.01017	0.542791	1.16414	
16.715 0.9998	0.99991	1.00104	1.00062	1.0007	1.00017	1.00093	1.00053	1.00089	0.99966	0.992506	0.997537	0.994458	1.0004	0.993596	0.99861	1.00041	0.997892	0.992547	0.998111	0.996306	1.00218	1.00547	1.00001	0.992599	0.997507	1.01059	1.00823	0.555073	1.19107	
16.7263 1.00001	1.00012	1.00089	1.00047	1.00077	1.00024	1.00059	1.00019	0.998984	0.997755	0.99232	0.997343	0.995267	1.00122	0.994024	0.999038	1.00314	1.00062	0.99172	0.997272	0.997277	1.00317	1.00946	1.00398	0.992794	0.997697	1.00224	0.999894	0.496455	1.06547	
16.7377 0.999817	0.999928	1.00066	1.00024	1.00052	0.999992	1.00066	1.00026	1.00185	1.00061	0.992582	0.9976	0.996037	1.00199	0.992343	0.997342	1.00186	0.999342	0.996561	1.00215	0.997355	1.00326	1.00495	0.999499	0.99523	1.00015	0.993736	0.991392	0.418807	0.898587	
16.749 0.999879	0.999989	1.00096	1.00054	1.00068	1.00014	1.00073	1.00033	1.00111	0.999883	0.992724	0.997737	0.995063	1.00102	0.992337	0.997328	0.998446	0.995922	0.991024	0.996568	0.994662	1.00055	1.01005	1.00458	0.992914	0.997813	1.00904	1.00667	0.449962	0.965345	
16.7603 0.999935	1.00005	1.00119	1.00078	1.00031	0.999779	1.00053	1.00013	1.00153	1.0003	0.992823	0.99783	0.99578	1.00174	0.992492	0.997478	1.00313	1.0006	0.993067	0.99862	0.99468	1.00057	1.0065	1.00105	0.990856	0.995734	1.00843	1.00609	0.497764	1.06809	
16.7716 0.999855	0.999966	1.00092	1.0005	0.999852	0.999319	1.00038	0.999986	1.0018	1.00057	0.992509	0.997508	0.994853	1.00081	0.992131	0.997108	0.998155	0.995622	0.991791	0.997329	0.994329	1.00022	1.01253	1.00707	0.995944	1.00085	0.994827	0.992494	0.519556	1.11518	
16.783 0.999824	0.999934	1.00079	1.00038	1.00023	0.999694	1.0004	1.00001	0.999301	0.998071	0.992876	0.997872	0.99396	0.999915	0.993794	0.998776	1.00254	0.999992	0.994016	0.999566	0.994486	1.00038	1.01822	1.01276	0.993413	0.998301	0.999931	0.99758	0.524766	1.12674	
16.7943 0.999776	0.999886	1.00074	1.00033	1.00052	0.999982	1.00088	1.00048	0.99948	0.998244	0.99313	0.998122	0.995093	1.00106	0.993159	0.998132	1.00224	0.999695	0.991314	0.996841	0.994033	0.99992	1.00729	1.0019	0.992054	0.996927	1.00562	1.00326	0.48483	1.0411	
16.8056 0.999965	1.00007	1.00117	1.00076	1.00044	0.999905	1.0006	1.0002	1.00194	1.0007	0.993003	0.997989	0.994613	1.00058	0.992521	0.997485	0.995569	0.993023	0.994855	1.0004	0.995253	1.00115	1.01422	1.00882	0.992072	0.996937	0.995371	0.99302	0.470991	1.01141	
16.817 0.999869	0.999979	1.00099	1.00058	1.00023	0.999696	1.00054	1.00014	1.00014	0.9989	0.993026	0.998007	0.994694	1.00066	0.992748	0.997707	1.00121	0.998648	0.991847	0.99737	0.993354	0.999238	1.01518	1.00979	0.991148	0.995998	1.0001	0.997731	0.461889	0.991848	
16.8283 0.99989	0.999999	1.00117	1.00076	1.00056	1.00003	1.00073	1.00034	1.00044	0.999198	0.993131	0.998108	0.995165	1.00114	0.992226	0.997175	1.00201	0.999445	0.993369	0.998898	0.996044	1.00195	1.01688	1.01152	0.995366	1.00024	0.995392	0.993018	0.459921	0.987589	
16.8396 0.999959	1.00007	1.0013	1.0009	1.00032	0.999786	1.00029	0.999896	0.998089	0.996843	0.992957	0.997927	0.995776	1.00176	0.993494	0.998445	1.00167	0.999099	0.992085	0.997601	0.996303	1.00221	1.01418	1.00885	0.993047	0.997902	0.99841	0.996018	0.474647	1.01926	
16.8509 0.99988	0.99999	1.00092	1.00052	1.00003	0.999495	1.00101	1.00062	1.00137	1.00012	0.992584	0.997546	0.994791	1.00077	0.992601	0.997541	0.998285	0.995714	0.994175	0.999701	0.993926	0.999823	1.00205	0.99678	0.996018	1.00089	1.00059	0.998193	0.513273	1.10251	
16.8623 0.999838	0.999948	1.00087	1.00046	1.00027	0.999734	1.00008	0.999692	1.00239	1.00114	0.991792	0.996742	0.995941	1.00193	0.991502	0.996428	1.00088	0.998301	0.995699	1.00124	0.994975	1.00088	1.0038	0.998517	0.991274	0.996113	1.00951	1.00711	0.456391	0.980273	
16.8736 0.99997	1.00008	1.00074	1.00034	1.00038	0.99984	1.00085	1.00046	1.00112	0.999875	0.992488	0.997434	0.994126	1.0001	0.993094	0.998022	1.00488	1.0023	0.991642	0.99715	0.99573	1.00164	1.01486	1.00954	0.99386	0.998707	0.991652	0.989262	0.449632	0.965666	
16.8849 0.99983	0.99994	1.00099	1.00059	1.00049	0.99995	1.00083	1.00044	0.999254	0.998005	0.992462	0.997401	0.994175	1.00015	0.992742	0.997662	0.995672	0.993091	0.993398	0.998913	0.996554	1.00248	1.00865	1.00337	0.993763	0.998606	1.00781	1.00539	0.478768	1.02832	
16.8963 0.99986	0.99997	1.00069	1.00029	1.00034	0.999798	1.00054	1.00016	0.999642	0.998389	0.992672	0.997606	0.994154	1.00013	0.991985	0.996893	0.999413	0.996813	0.993066	0.998575	0.994673	1.00059	1.0082	1.00293	0.994187	0.999029	1.01077	1.00837	0.469623	1.0087	
16.9076 0.999817	0.999927	1.001	1.0006	1.00036	0.999819	1.00025	0.999857	0.99954	0.998281	0.992892	0.997821	0.993347	0.999319	0.99278	0.997686	0.996112	0.993504	0.991173	0.996663	0.994974	1.00089	1.01636	1.01108	0.99787	1.00274	1.00495	1.00257	0.434081	0.932192	
16.9189 0.999873	0.999982	1.00078	1.00039	1.0005	0.999959	1.00021	0.999822	0.999626	0.998363	0.993057	0.997982	0.994566	1.00055	0.991952	0.996845	1.00054	0.997918	0.987309	0.992758	0.995164	1.00109	1.01374	1.0085	0.994359	0.999207	0.998098	0.995724	0.465687	1.00007	
16.9302 0.99991	1.00002	1.00078	1.00039	1.00114	1.0006	1.00047	1.00008	1.00206	1.00079	0.992205	0.997118	0.994558	1.00054	0.992157	0.997044	0.99743	0.9948	0.992461	0.997933	0.996442	1.00238	1.01232	1.00711	0.995176	1.00003	0.99426	0.991874	0.509366	1.09414	
16.9416 0.999686	0.999795	1.00086	1.00046	1.0005	0.999966	1.00039	0.999997	0.999519	0.998254	0.992993	0.997904	0.994609	1.00059	0.992458	0.997339	0.998902	0.996257	0.991284	0.996741	0.995264	1.0012	0.995851	0.990693	0.9907	0.995519	0.996564	0.994156	0.517053	1.11098	
16.9529 0.999908	1.00002	1.00092	1.00053	1.00057	1.00003	1.00083	1.00045	1.00334	1.00207	0.992728	0.997631	0.995596	1.00159	0.992287	0.99716	0.998127	0.995472	0.992923	0.998385	0.995532	1.00147	0.996243	0.99106	0.99289	0.997714	0.993569	0.991145	0.498278	1.07084	
16.9642 0.999852	0.999961	1.00091	1.00052	1.00094	1.0004	1.00057	1.00018	1.00269	1.00143	0.993004	0.997904	0.994642	1.00063	0.992905	0.997775	0.999148	0.996482	0.990817	0.996257	0.996083	1.00203	1.00623	1.001	0.994575	0.999405	0.996326	0.99388	0.457784	0.983775	
16.9756 1.00007	1.00018	1.00079	1.0004	1.00035	0.999811	1.00054	1.00016	1.00212	1.00086	0.992295	0.997184	0.995611	1.00161	0.99287	0.997734	1.00233	0.999653	0.991527	0.996963	0.996461	1.00242	1.02062	1.01535	0.996767	1.00161	0.999225	0.996763	0.499211	1.07301	
16.9869 0.999779	0.999888	1.0008	1.00041	1.00019	0.999647	1.00035	0.99996	1.0029	1.00165	0.992402	0.997284	0.994064	1.00005	0.991186	0.996031	1.00922	1.00654	0.991744	0.997174	0.99428	1.00023	1.01138	1.00618	0.99339	0.998214	1.00347	1.001	0.477955	1.0274	
16.9982 0.999851	0.99996	1.00078	1.00039	1.0004	0.999863	1.00042	1.00003	1.00178	1.00053	0.99256	0.997435	0.994932	1.00093	0.993356	0.998207	1.00286	1.00021	0.99369	0.999129	0.993841	0.999784	1.01426	1.00907	0.992527	0.99734	0.993546	0.991077	0.475989	1.02324	
17.0095 0.999768	0.999877	1.00078	1.00039	1.00127	1.00073	1.00037	0.999986	0.998584	0.99733	0.992997	0.997869	0.993219	0.999205	0.993316	0.998161	1.00432	1.00166	0.989286	0.994686	0.997666	1.00364	1.00662	1.00147	0.993951	0.998767	0.995606	0.993113	0.495788	1.06599	
17.0209 0.999923	1.00003	1.00105	1.00066	1.00043	0.999895	1.00046	1.00007	0.999423	0.998163	0.992263	0.997124	0.994937	1.00094	0.992731	0.997567	1.00033	0.997674	0.992875	0.99829	0.995934	1.0019	1.0148	1.00963	0.995233	1.00006	0.996551	0.99404	0.474471	1.02021	
17.0322 0.999777	0.999886	1.00079	1.0004	1.00049	0.999949	1.00091	1.00053	1.00038	0.999121	0.992753	0.997609	0.994664	1.00066	0.993251	0.998084	0.99713	0.99447	0.993655	0.999071	0.994329	1.00029	1.01653	1.01138	0.992554	0.997357	0.995795	0.993268	0.474923	1.02124	
17.0435 0.999772	0.99988	1.00072	1.00033	1.00073	1.00019	1.00015	0.999768	1.00063	0.999362	0.992649	0.997499	0.99496	1.00096	0.992931	0.997757	1.001	0.998327	0.991696	0.997094	0.995765	1.00174	1.00115	0.996074	0.994082	0.998889	1.00604	1.0035	0.502056	1.07982	
17.0549 0.99978	0.999887	1.00081	1.00043	1.00014	0.999598	1.00034	0.999959	1.00256	1.00129	0.99267	0.997513	0.996549	1.00257	0.992905	0.997724	1.00016	0.997483	0.992064	0.997457	0.99457	1.00054	1.01434	1.00922	0.99291	0.997705	0.999635	0.9971	0.519532	1.11777	
17.0662 0.999776	0.999883	1.00101	1.00063	1.00079	1.00025	1.0007	1.00031	1.00242	1.00116	0.993132	0.997971	0.995235	1.00125	0.993338	0.998154	1.00555	1.00286	0.992925	0.998318	0.994815	1.00079	1.01635	1.01125	0.994401	0.999202	0.993261	0.990717	0.47872	1.03005	
17.0775 0.999916	1.00002	1.00054	1.00016	0.999956	0.999418	1.00077	1.00039	1.00148	1.00022	0.993107	0.99794	0.995115	1.00113	0.992739	0.997545	0.999287	0.996608	0.995731	1.00114	0.996592	1.00258	1.01057	1.00552	0.991357	0.996132	0.997508	0.994939	0.501074	1.07837	
17.0888 0.999629	0.999736	1.0007	1.00032	1.00083	1.00029	1.00059	1.00021	0.999796	0.998535	0.992635	0.99746	0.995039	1.00106	0.993152	0.997956	0.997752	0.995063	0.993913	0.999313	0.996997	1.003	1.0092	1.00417	0.993014	0.997791	0.99685	0.994267	0.418777	0.901017	
17.1002 0.999934	1.00004	1.00083	1.00045	1.00087	1.00033	1.00025	0.999862	1.00081	0.99955	0.992595	0.997412	0.993544	0.999554	0.993891	0.998694	0.996972	0.99427	0.988626	0.993981	0.994933	1.00092	1.0151	1.01007	0.996105	1.0009	1.00341	1.00082	0.463052	0.996265	
17.1115 0.999764	0.999871	1.00081	1.00044	1.00013	0.999592	1.00002	0.999635	1.00042	0.999152	0.992518	0.997327	0.995427	1.00145	0.99241	0.997199	0.999106	0.996388	0.992487	0.997857	0.995293	1.00129	1.00688	1.00189	0.991125	0.995884	1.01045	1.00785	0.480579	1.03407	
17.1228 0.999551	0.999657	1.00064	1.00027	1.00031	0.999769	1.0011	1.00071	1.00211	1.00084	0.992189	0.996988	0.994936	1.00096	0.991935	0.996712	0.995187	0.99246	0.993021	0.99839	0.994457	1.00045	1.01134	1.00635	0.99281	0.997571	1.00483	1.00226	0.481049	1.03518	
17.1342 0.999904	1.00001	1.00079	1.00041	1.00003	0.999485	1.00018	0.999797	1.00051	0.999249	0.992997	0.997795	0.995174	1.0012	0.992692	0.997466	0.999739	0.996991	0.993224	0.998589	0.995576	1.00158	1.00188	0.996923	0.992888	0.997643	1.01586	1.0133	0.476632	1.02575	
17.1455 0.99977	0.999876	1.00062	1.00024	1.0003	0.999764	1.00018	0.999799	1.00063	0.999365	0.993878	0.998676	0.993962	0.999984	0.992298	0.997062	0.997765	0.995009	0.992401	0.997756	0.993791	0.999783	1.0049	0.999932	0.991267	0.996003	1.00073	0.998201	0.420827	0.905418	
17.1568 0.999958	1.00006	1.00063	1.00025	1.00084	1.0003	1.00064	1.00026	1.00099	0.999721	0.993024	0.997812	0.995107	1.00114	0.991972	0.996725	0.998886	0.996116	0.991909	0.997254	0.993429	0.999418	1.00431	0.999337	0.996602	1.00137	1.00594	1.0034	0.467775	1.00645	
17.1681 0.999618	0.999723	1.0007	1.00032	1.00053	0.999992	1.00067	1.00029	0.99986	0.998589	0.993249	0.998033	0.995613	1.00165	0.993027	0.997779	0.999897	0.997116	0.995759	1.00113	0.993629	0.999618	1.00834	1.00336	0.995877	1.00064	1.00253	1	0.43882	0.944	
17.1795 0.999805	0.99991	1.00071	1.00034	0.999974	0.999433	1.00019	0.999812	1.00301	1.00174	0.992824	0.997599	0.9937	0.999727	0.993241	0.997989	1.00384	1.00105	0.991062	0.996396	0.99506	1.00106	1.01584	1.01085	0.995152	0.999912	1.01239	1.00986	0.4049	0.87072	
17.1908 0.999718	0.999822	1.00034	0.999965	1.00001	0.999464	1.00096	1.00058	0.999936	0.998666	0.992788	0.997556	0.99508	1.00112	0.992289	0.997024	1.00371	1.00092	0.992262	0.997595	0.99783	1.00386	1.0224	1.01743	0.994233	0.998985	0.997929	0.995429	0.459344	0.987765	
17.2021 0.999638	0.999741	1.00077	1.0004	1.00019	0.999648	1.00036	0.999977	0.999553	0.998279	0.99347	0.998236	0.994519	1.00056	0.993195	0.997928	0.998574	0.99579	0.99495	1.0003	0.997232	1.00327	0.997287	0.992419	0.994815	0.999569	1.00894	1.00643	0.454885	0.978118	
17.2134 0.999987	1.00009	1.00048	1.00011	1.0009	1.00035	1.00024	0.999856	0.999433	0.998154	0.992696	0.997452	0.99487	1.00091	0.993458	0.998187	0.995495	0.9927	0.997014	1.00238	0.996396	1.00243	1.02085	1.01591	0.996116	1.00088	0.99259	0.990093	0.435651	0.936594	
17.2248 0.99973	0.999833	1.00069	1.00032	1.00026	0.999717	1.0005	1.00012	1.00235	1.00107	0.993069	0.99782	0.994275	1.00031	0.992504	0.997222	0.996565	0.993749	0.995641	1.001	0.993911	0.99993	1.01727	1.01238	0.995411	1.00017	1.0075	1.00498	0.546959	1.17647	
17.2361 0.999837	0.99994	1.00053	1.00016	1.00006	0.999515	1.00078	1.00039	1.0017	1.00043	0.993113	0.997858	0.995144	1.00119	0.993186	0.997901	0.999808	0.996975	0.991188	0.996516	0.995707	1.00174	1.01254	1.0077	0.994653	0.999407	1.00235	0.999846	0.473523	1.01857	
17.2474 0.999727	0.99983	1.00071	1.00034	1.00081	1.00027	1.00102	1.00064	1.00342	1.00215	0.992864	0.997601	0.994044	1.00009	0.99249	0.997194	1.00229	0.999453	0.991206	0.996524	0.994127	1.00015	1.01283	1.00801	0.993153	0.997895	0.999666	0.997156	0.533253	1.14752	
17.2588 0.999738	0.99984	1.00064	1.00027	1.00037	0.999828	1.00018	0.9998	0.999714	0.998441	0.993332	0.998067	0.993805	0.999844	0.993344	0.998046	1.00046	0.99762	0.993714	0.999043	0.995746	1.00179	1.00475	0.999972	0.995643	1.0004	1.00384	1.00132	0.459656	0.989117	
17.2701 0.999762	0.999864	1.00063	1.00026	1.0001	0.999557	1.00015	0.999768	1.00042	0.999144	0.992522	0.997245	0.994957	1.00101	0.994004	0.998706	0.998562	0.995712	0.990756	0.996058	0.997672	1.00374	1.00605	1.00127	0.996097	1.00086	1.0121	1.00959	0.435386	0.936725	
17.2814 0.999741	0.999842	1.00089	1.00052	1.00102	1.00047	1.00073	1.00035	0.998875	0.997594	0.993047	0.997766	0.995646	1.0017	0.992752	0.99744	1.00168	0.998818	0.990505	0.995794	0.996413	1.00248	1.0146	1.0098	0.991235	0.995959	1.01258	1.0101	0.425926	0.916155	
17.2927 0.999966	1.00007	1.0006	1.00024	1.00085	1.00031	1.00071	1.00033	1.00286	1.00158	0.993478	0.998194	0.995322	1.00138	0.992812	0.997494	1.00111	0.998246	0.993992	0.999298	0.993536	0.99958	1.01279	1.00803	0.996127	1.00088	1.00797	1.00552	0.466024	1.00241	
17.3041 0.999704	0.999805	1.00051	1.00015	1.00071	1.00016	1.00055	1.00017	1.00121	0.99993	0.993762	0.998475	0.995087	1.00115	0.993378	0.998057	0.999131	0.996261	0.991406	0.996689	0.994745	1.0008	1.01434	1.0096	0.998649	1.00342	0.995133	0.992689	0.436726	0.939232	
17.3154 0.999784	0.999885	1.0009	1.00054	1.00101	1.00047	1.0005	1.00012	0.999796	0.998513	0.99352	0.998227	0.994752	1.00081	0.993885	0.998562	1.00165	0.998764	0.993938	0.999232	0.996383	1.00245	1.00803	1.00332	0.99002	0.994735	0.999012	0.996548	0.504244	1.0847	
17.3267 0.999654	0.999754	1.00042	1.00006	1.00082	1.00028	1.0008	1.00043	1.00083	0.999543	0.992618	0.997313	0.996241	1.00232	0.991997	0.996656	1.00048	0.997599	0.988172	0.993417	0.995763	1.00184	1.01013	1.00543	0.994305	0.999038	0.995395	0.99292	0.504766	1.08608	
17.3381 0.999768	0.999868	1.00081	1.00045	1.00095	1.00041	1.00101	1.00064	1.00251	1.00123	0.993292	0.997985	0.994918	1.00099	0.992585	0.997239	0.997649	0.994759	0.988839	0.994071	0.993625	0.999683	1.00781	1.00313	0.993261	0.997984	1.00085	0.99836	0.462975	0.996153	
17.3494 0.999683	0.999781	1.00062	1.00026	1.00031	0.999764	1.00008	0.999707	1.00159	1.00031	0.993166	0.997851	0.994791	1.00086	0.992822	0.99747	0.998585	0.995679	0.991756	0.996994	0.995075	1.00114	1.00083	0.996174	0.992638	0.99735	0.996035	0.993536	0.436048	0.938051	
17.3607 0.999767	0.999865	1.00068	1.00032	1.00061	1.00006	1.00064	1.00026	1.00074	0.999453	0.993697	0.998381	0.995003	1.00108	0.993976	0.998626	0.999073	0.996155	0.995163	1.00042	0.996568	1.00265	1.00895	1.00426	0.992453	0.997156	0.999524	0.997008	0.436504	0.938868	
17.372 0.999778	0.999876	1.00078	1.00043	1.00054	0.999995	1.00104	1.00067	0.99885	0.997563	0.993515	0.998193	0.99454	1.00062	0.993775	0.998419	1.00251	0.999584	0.992291	0.997526	0.995995	1.00208	1.00862	1.00394	0.996559	1.00129	1.00538	1.00286	0.534341	1.1498	
17.3834 0.999862	0.99996	1.0007	1.00034	1.00034	0.999794	1.00074	1.00037	1.00012	0.998828	0.993563	0.998236	0.995401	1.00149	0.993674	0.998313	0.99321	0.990281	0.992419	0.997648	0.994524	1.00061	1.00704	1.00238	0.993509	0.998216	1.00505	1.00253	0.482412	1.03817	
17.3947 0.999662	0.999759	1.00056	1.0002	1.00024	0.999699	1.00111	1.00074	0.999676	0.99838	0.993884	0.998554	0.995282	1.00137	0.993907	0.998543	1.0008	0.997845	0.994145	0.999382	0.994854	1.00094	1.00866	1.004	0.992237	0.996929	0.998046	0.995536	0.507943	1.0934	
17.406 0.999747	0.999844	1.00049	1.00013	1.00036	0.999821	1.00044	1.00007	1.00204	1.00074	0.993279	0.99794	0.995308	1.0014	0.993526	0.998154	0.99749	0.994526	0.990778	0.995986	0.99574	1.00184	1.00625	1.00161	0.996599	1.00132	1.00249	0.999967	0.455879	0.981278	
17.4174 0.999702	0.999798	1.00083	1.00047	1.00064	1.0001	1.00062	1.00025	1.00116	0.999868	0.993057	0.997711	0.995459	1.00156	0.993459	0.998081	1.00326	1.00028	0.992727	0.997939	0.995913	1.00202	1.00922	1.00458	0.993298	0.997994	0.99928	0.996757	0.463885	0.998507	
17.4287 0.999753	0.999849	1.00072	1.00036	1.00047	0.999927	1.00016	0.999795	1.00197	1.00067	0.993187	0.997835	0.994479	1.00057	0.99319	0.997805	1.00077	0.997794	0.994339	0.999558	0.994709	1.00081	0.992395	0.987798	0.997524	1.00225	0.99802	0.995487	0.459359	0.988732	
17.44 0.999604	0.999699	1.00047	1.00012	1.00045	0.999909	1.00036	0.999991	1.00111	0.999812	0.993769	0.998415	0.994615	1.00071	0.992299	0.996901	0.997538	0.994553	0.991275	0.996467	0.994084	1.00018	1.02538	1.02069	0.994594	0.9993	1.00132	0.998775	0.482465	1.03858	
17.4513 0.999696	0.999791	1.00087	1.00051	1.00015	0.999607	1.00048	1.00012	1.00233	1.00104	0.993767	0.998409	0.995347	1.00145	0.993027	0.997626	0.999026	0.996025	0.99499	1.0002	0.996671	1.00279	1.00528	1.00069	0.994055	0.998755	0.986041	0.983489	0.493044	1.06154	
17.4627 0.999626	0.999719	1.00055	1.0002	1.00017	0.999629	1.00144	1.00108	0.999099	0.997804	0.993965	0.998604	0.994476	1.00058	0.993229	0.997822	0.999984	0.996971	0.992941	0.998137	0.995849	1.00197	1.0113	1.0067	0.995542	1.00025	0.989386	0.986787	0.460837	0.992178	
17.474 0.999547	0.99964	1.0005	1.00014	1.00043	0.999888	1.00041	1.00004	1.00063	0.999328	0.993124	0.997752	0.994723	1.00083	0.994249	0.998844	0.998564	0.995543	0.994737	0.999943	0.995896	1.00202	1.00955	1.00497	0.992915	0.997603	0.994047	0.991412	0.468896	1.00956	
17.4853 0.999799	0.999891	1.00061	1.00026	1.00062	1.00008	1.00087	1.00051	1.00188	1.00058	0.992857	0.997477	0.995417	1.00153	0.993202	0.997785	1.00336	1.00032	0.99214	0.997325	0.996243	1.00238	1.00914	1.00458	0.996911	1.00162	0.999516	0.996856	0.456785	0.983435	
17.4967 0.999688	0.999779	1.00042	1.00007	1.00078	1.00024	1.00062	1.00026	1.00065	0.999352	0.993741	0.99836	0.994418	1.00053	0.992746	0.997319	0.999676	0.996643	0.989571	0.994727	0.995217	1.00135	0.998869	0.994335	0.995958	1.00067	1.00467	1.002	0.411805	0.886302	
17.508 0.999827	0.999918	1.0009	1.00055	1.00047	0.999924	1.00051	1.00014	1.00228	1.00098	0.994567	0.999188	0.994406	1.00052	0.993837	0.998411	0.99902	0.995976	0.990787	0.995937	0.995988	1.00213	1.00703	1.00246	0.998253	1.00298	0.997568	0.994905	0.442604	0.952455	
17.5193 0.999673	0.999764	1.0007	1.00035	1.00033	0.999786	1.00045	1.00009	1.00004	0.998738	0.993948	0.998561	0.995253	1.00137	0.992817	0.997379	0.999595	0.99654	0.988118	0.993235	0.995175	1.00132	1.00705	1.00249	0.995658	1.00038	1.00686	1.00419	0.468406	1.008	
17.5306 0.999801	0.999891	1.00079	1.00044	1.00075	1.00021	1.00084	1.00048	1.00144	1.00014	0.993492	0.998098	0.995954	1.00209	0.994386	0.998951	0.997404	0.994339	0.992482	0.997615	0.993468	0.9996	1.01097	1.00641	0.992354	0.997047	0.997592	0.994926	0.473989	1.02008	
17.542 0.999672	0.999762	1.00083	1.00049	1.00017	0.999621	1.0005	1.00014	0.99865	0.997345	0.992904	0.9975	0.99486	1.00099	0.993122	0.997675	0.992532	0.989452	0.993531	0.998665	0.993841	0.999975	1.01607	1.01153	0.994743	0.999445	0.993378	0.990697	0.482122	1.0377	
17.5533 0.999732	0.999821	1.00066	1.00032	1.00034	0.999789	1.00082	1.00046	1.00026	0.998953	0.993857	0.998453	0.994707	1.00084	0.994146	0.9987	1.00556	1.00245	0.993093	0.99822	0.996461	1.00262	1.01127	1.00676	0.996142	1.00085	1.00294	1.00023	0.429308	0.923814	
