# Lambda, (Probability, Probability_biased(/observed)) per Fractional
 0.0000000   0.2834364623E-003   0.9291756487E+000
 0.0101010   0.2813899706E-003   0.9253952096E+000
 0.0202020   0.2834167522E-003   0.9351596806E+000
 0.0303030   0.2797592134E-003   0.9317485030E+000
 0.0404040   0.2744693179E-003   0.9410279441E+000
 0.0505051   0.2670824055E-003   0.9337924152E+000
 0.0606061   0.2615806384E-003   0.9392155689E+000
 0.0707071   0.2527620967E-003   0.9307824351E+000
 0.0808081   0.2411506725E-003   0.9278662675E+000
 0.0909091   0.2285956367E-003   0.9293812375E+000
 0.1010101   0.2180144612E-003   0.9412594810E+000
 0.1111111   0.2016603694E-003   0.9356027944E+000
 0.1212121   0.1863297827E-003   0.9462794411E+000
 0.1313131   0.1719548707E-003   0.9404550898E+000
 0.1414141   0.1544930796E-003   0.9167544910E+000
 0.1515152   0.1406124907E-003   0.9404271457E+000
 0.1616162   0.1252433402E-003   0.9388542914E+000
 0.1717172   0.1106108299E-003   0.9394431138E+000
 0.1818182   0.9807022155E-004   0.9502834331E+000
 0.1919192   0.8371532109E-004   0.9442674651E+000
 0.2020202   0.7152469850E-004   0.9416387226E+000
 0.2121212   0.6180036511E-004   0.9646207585E+000
 0.2222222   0.5207423618E-004   0.9562774451E+000
 0.2323232   0.4390195990E-004   0.9688802395E+000
 0.2424242   0.3674126366E-004   0.9794630739E+000
 0.2525253   0.3109948686E-004   0.1001802395E+001
 0.2626263   0.2575016385E-004   0.1000159681E+001
 0.2727273   0.2153082009E-004   0.9865449102E+000
 0.2828283   0.1824247791E-004   0.9915528942E+000
 0.2929293   0.1564439323E-004   0.1019666667E+001
 0.3030303   0.1341283433E-004   0.1019928144E+001
 0.3131313   0.1169976505E-004   0.1019263473E+001
 0.3232323   0.1048857521E-004   0.1035888224E+001
 0.3333333   0.9338098202E-005   0.1031544910E+001
 0.3434343   0.8629145013E-005   0.1047852295E+001
 0.3535354   0.7879382882E-005   0.1052013972E+001
 0.3636364   0.7328217202E-005   0.1057105788E+001
 0.3737374   0.6815187147E-005   0.1043570858E+001
 0.3838384   0.6475452273E-005   0.1046061876E+001
 0.3939394   0.6037013843E-005   0.1038295409E+001
 0.4040404   0.5812694577E-005   0.1063782435E+001
 0.4141414   0.5513228909E-005   0.1076299401E+001
 0.4242424   0.5276751896E-005   0.1059746507E+001
 0.4343434   0.5028996328E-005   0.1041441118E+001
 0.4444444   0.4897414960E-005   0.1068534930E+001
 0.4545455   0.4687641277E-005   0.1060664671E+001
 0.4646465   0.4558921531E-005   0.1070656687E+001
 0.4747475   0.4351742373E-005   0.1059373253E+001
 0.4848485   0.4276620518E-005   0.1062768463E+001
 0.4949495   0.4161185626E-005   0.1062534930E+001
 0.5050505   0.4069419074E-005   0.1077830339E+001
 0.5151515   0.4027534275E-005   0.1087842315E+001
 0.5252525   0.3863032717E-005   0.1048904192E+001
 0.5353535   0.3818411237E-005   0.1063225549E+001
 0.5454545   0.3730252075E-005   0.1060187625E+001
 0.5555556   0.3674174911E-005   0.1064303393E+001
 0.5656566   0.3598925897E-005   0.1060610778E+001
 0.5757576   0.3601294862E-005   0.1075121756E+001
 0.5858586   0.3485444988E-005   0.1054738523E+001
 0.5959596   0.3499604800E-005   0.1081405190E+001
 0.6060606   0.3432047833E-005   0.1060319361E+001
 0.6161616   0.3398059760E-005   0.1049145709E+001
 0.6262626   0.3383987390E-005   0.1069888224E+001
 0.6363636   0.3354206145E-005   0.1042572854E+001
 0.6464646   0.3379644623E-005   0.1070714571E+001
 0.6565657   0.3331623185E-005   0.1058984032E+001
 0.6666667   0.3340942884E-005   0.1062760479E+001
 0.6767677   0.3302783774E-005   0.1043764471E+001
 0.6868687   0.3305043989E-005   0.1049093812E+001
 0.6969697   0.3300765682E-005   0.1051922156E+001
 0.7070707   0.3338610504E-005   0.1046171657E+001
 0.7171717   0.3408183534E-005   0.1054163673E+001
 0.7272727   0.3566924496E-005   0.1038321357E+001
 0.7373737   0.3898794968E-005   0.1065752495E+001
 0.7474747   0.4353318020E-005   0.1072377246E+001
 0.7575758   0.4873719150E-005   0.1049962076E+001
 0.7676768   0.5648413292E-005   0.1048309381E+001
 0.7777778   0.6701194022E-005   0.1034658683E+001
 0.7878788   0.8494922915E-005   0.1043281437E+001
 0.7979798   0.1070220177E-004   0.1039035928E+001
 0.8080808   0.1405165993E-004   0.1043385230E+001
 0.8181818   0.1906592129E-004   0.1031471058E+001
 0.8282828   0.2659169424E-004   0.1015990020E+001
