# Lambda, Enthalpy/Volume
 0.0000000  -0.2986459746E+003
 0.0101010  -0.2986979869E+003
 0.0202020  -0.2986496705E+003
 0.0303030  -0.2986486372E+003
 0.0404040  -0.2986471710E+003
 0.0505051  -0.2986714806E+003
 0.0606061  -0.2986327096E+003
 0.0707071  -0.2986950135E+003
 0.0808081  -0.2986867810E+003
 0.0909091  -0.2987032966E+003
 0.1010101  -0.2986599851E+003
 0.1111111  -0.2986264527E+003
 0.1212121  -0.2986506411E+003
 0.1313131  -0.2986198301E+003
 0.1414141  -0.2985835453E+003
 0.1515152  -0.2986343445E+003
 0.1616162  -0.2985884429E+003
 0.1717172  -0.2985949684E+003
 0.1818182  -0.2985814327E+003
 0.1919192  -0.2985278832E+003
 0.2020202  -0.2985604489E+003
 0.2121212  -0.2985419461E+003
 0.2222222  -0.2985644694E+003
 0.2323232  -0.2985254553E+003
 0.2424242  -0.2984852499E+003
 0.2525253  -0.2984995087E+003
 0.2626263  -0.2984315265E+003
 0.2727273  -0.2984614577E+003
 0.2828283  -0.2984331740E+003
 0.2929293  -0.2983830329E+003
 0.3030303  -0.2984028224E+003
 0.3131313  -0.2983776053E+003
 0.3232323  -0.2983658441E+003
 0.3333333  -0.2982343060E+003
 0.3434343  -0.2982147820E+003
 0.3535354  -0.2982030852E+003
 0.3636364  -0.2981234724E+003
 0.3737374  -0.2981087805E+003
 0.3838384  -0.2980958968E+003
 0.3939394  -0.2980868228E+003
 0.4040404  -0.2980386674E+003
 0.4141414  -0.2980392128E+003
 0.4242424  -0.2979109080E+003
 0.4343434  -0.2979265710E+003
 0.4444444  -0.2979376117E+003
 0.4545455  -0.2979072008E+003
 0.4646465  -0.2978510424E+003
 0.4747475  -0.2977931922E+003
 0.4848485  -0.2978194865E+003
 0.4949495  -0.2977568351E+003
 0.5050505  -0.2977027096E+003
 0.5151515  -0.2976855455E+003
 0.5252525  -0.2976385438E+003
 0.5353535  -0.2976222973E+003
 0.5454545  -0.2975448696E+003
