# Lambda, 1/Volume
 0.0000000   0.1014011404E-003
 0.0101010   0.1014098160E-003
 0.0202020   0.1014317447E-003
 0.0303030   0.1014170348E-003
 0.0404040   0.1014138128E-003
 0.0505051   0.1014010529E-003
 0.0606061   0.1014257739E-003
 0.0707071   0.1014105207E-003
 0.0808081   0.1014259559E-003
 0.0909091   0.1014326080E-003
 0.1010101   0.1014084428E-003
 0.1111111   0.1013917020E-003
 0.1212121   0.1014012627E-003
 0.1313131   0.1014051598E-003
 0.1414141   0.1013984421E-003
 0.1515152   0.1014058840E-003
 0.1616162   0.1014017724E-003
 0.1717172   0.1013850910E-003
 0.1818182   0.1013901815E-003
 0.1919192   0.1013963792E-003
 0.2020202   0.1013887874E-003
 0.2121212   0.1013545945E-003
 0.2222222   0.1013526582E-003
 0.2323232   0.1013489711E-003
 0.2424242   0.1013315588E-003
 0.2525253   0.1013196960E-003
 0.2626263   0.1013121943E-003
 0.2727273   0.1013010028E-003
 0.2828283   0.1012724792E-003
 0.2929293   0.1012452329E-003
 0.3030303   0.1012425549E-003
 0.3131313   0.1012117283E-003
 0.3232323   0.1012113610E-003
 0.3333333   0.1011814301E-003
 0.3434343   0.1011543061E-003
 0.3535354   0.1011555034E-003
 0.3636364   0.1011304134E-003
 0.3737374   0.1011222700E-003
 0.3838384   0.1011171261E-003
 0.3939394   0.1010839364E-003
 0.4040404   0.1010678883E-003
 0.4141414   0.1010691841E-003
 0.4242424   0.1010426437E-003
 0.4343434   0.1010334572E-003
 0.4444444   0.1010154726E-003
 0.4545455   0.1010099049E-003
 0.4646465   0.1009921458E-003
 0.4747475   0.1009783356E-003
 0.4848485   0.1009690119E-003
 0.4949495   0.1009410956E-003
 0.5050505   0.1009277827E-003
 0.5151515   0.1009140327E-003
 0.5252525   0.1009058767E-003
 0.5353535   0.1008937415E-003
 0.5454545   0.1008880962E-003
 0.5555556   0.1008533542E-003
 0.5656566   0.1008595986E-003
 0.5757576   0.1008330380E-003
 0.5858586   0.1008233382E-003
 0.5959596   0.1007998760E-003
 0.6060606   0.1007999781E-003
 0.6161616   0.1007775613E-003
 0.6262626   0.1007577284E-003
 0.6363636   0.1007488840E-003
 0.6464646   0.1007264385E-003
 0.6565657   0.1007273746E-003
 0.6666667   0.1007213809E-003
 0.6767677   0.1006968472E-003
 0.6868687   0.1006961793E-003
 0.6969697   0.1006943629E-003
 0.7070707   0.1006764767E-003
 0.7171717   0.1006619013E-003
 0.7272727   0.1006664330E-003
 0.7373737   0.1006460133E-003
 0.7474747   0.1006633267E-003
 0.7575758   0.1006661855E-003
 0.7676768   0.1006480839E-003
 0.7777778   0.1006775230E-003
 0.7878788   0.1006615897E-003
 0.7979798   0.1006828165E-003
 0.8080808   0.1006942940E-003
 0.8181818   0.1006881101E-003
 0.8282828   0.1007047835E-003
 0.8383838   0.1007273574E-003
 0.8484848   0.1007221870E-003
 0.8585859   0.1007223977E-003
 0.8686869   0.1007739076E-003
 0.8787879   0.1007507613E-003
 0.8888889   0.1007465586E-003
 0.8989899   0.1007628273E-003
 0.9090909   0.1007383348E-003
 0.9191919   0.1007363336E-003
 0.9292929   0.1007088274E-003
 0.9393939   0.1007114404E-003
 0.9494949   0.1007040516E-003
 0.9595960   0.1006799919E-003
 0.9696970   0.1006901207E-003
 0.9797980   0.1006744362E-003
 0.9898990   0.1006676462E-003
 1.0000000   0.1006642624E-003


 0.0000000   0.1014694991E-003
 0.0101010   0.1014828412E-003
 0.0202020   0.1014899227E-003
 0.0303030   0.1014781067E-003
 0.0404040   0.1014773310E-003
 0.0505051   0.1014785913E-003
 0.0606061   0.1014865069E-003
 0.0707071   0.1014721055E-003
 0.0808081   0.1014911818E-003
 0.0909091   0.1014889421E-003
 0.1010101   0.1014795555E-003
 0.1111111   0.1014750311E-003
 0.1212121   0.1014571665E-003
 0.1313131   0.1014665338E-003
 0.1414141   0.1014738723E-003
 0.1515152   0.1014698006E-003
 0.1616162   0.1014718460E-003
 0.1717172   0.1014525948E-003
 0.1818182   0.1014596971E-003
 0.1919192   0.1014498269E-003
 0.2020202   0.1014498135E-003
 0.2121212   0.1014278781E-003
 0.2222222   0.1014247729E-003
 0.2323232   0.1014187105E-003
 0.2424242   0.1014123490E-003
 0.2525253   0.1013972335E-003
 0.2626263   0.1013883890E-003
 0.2727273   0.1013754519E-003
 0.2828283   0.1013550513E-003
 0.2929293   0.1013310391E-003
 0.3030303   0.1013378334E-003
 0.3131313   0.1013059922E-003
 0.3232323   0.1013056615E-003
 0.3333333   0.1012928718E-003
 0.3434343   0.1012793637E-003
