# Lambda, (Probability, Probability_biased(/observed)) per Fractional
 0.0000000   0.4917631205E+001   0.9889121756E+000
 0.0101010   0.4938003736E+001   0.9928742515E+000
 0.0202020   0.4954671379E+001   0.9944990020E+000
 0.0303030   0.4896942974E+001   0.9946586826E+000
 0.0404040   0.4811885668E+001   0.9756986028E+000
 0.0505051   0.4795524331E+001   0.9899441118E+000
 0.0606061   0.4674292222E+001   0.9890558882E+000
 0.0707071   0.4574485245E+001   0.9859221557E+000
 0.0808081   0.4553509486E+001   0.1005550898E+001
 0.0909091   0.4377262197E+001   0.1007273453E+001
 0.1010101   0.4242690334E+001   0.1003151697E+001
 0.1111111   0.4098050415E+001   0.1002163673E+001
 0.1212121   0.3836726239E+001   0.9957265469E+000
 0.1313131   0.3688264144E+001   0.1003752495E+001
 0.1414141   0.3470210151E+001   0.9960978044E+000
 0.1515152   0.3227397302E+001   0.9979481038E+000
 0.1616162   0.3012094575E+001   0.9945968064E+000
 0.1717172   0.2784265189E+001   0.9964271457E+000
 0.1818182   0.2554897043E+001   0.9990958084E+000
 0.1919192   0.2326419243E+001   0.9892674651E+000
 0.2020202   0.2126158156E+001   0.1000904192E+001
 0.2121212   0.1928250185E+001   0.1013311377E+001
 0.2222222   0.1707052983E+001   0.1008477046E+001
 0.2323232   0.1501560017E+001   0.1013103792E+001
 0.2424242   0.1308402306E+001   0.1011612774E+001
 0.2525253   0.1142981058E+001   0.9943532934E+000
 0.2626263   0.9830252674E+000   0.1003736527E+001
 0.2727273   0.8519546193E+000   0.1004369261E+001
 0.2828283   0.7178620671E+000   0.9916826347E+000
 0.2929293   0.6182147311E+000   0.9953752495E+000
 0.3030303   0.5275927736E+000   0.1027796407E+001
 0.3131313   0.4437632186E+000   0.1000175649E+001
 0.3232323   0.3866687226E+000   0.1016117764E+001
 0.3333333   0.3269868172E+000   0.1000816367E+001
 0.3434343   0.2862695312E+000   0.1029167665E+001
 0.3535354   0.2449045041E+000   0.1006690619E+001
 0.3636364   0.2176350031E+000   0.1015309381E+001
 0.3737374   0.1921165294E+000   0.1004307385E+001
 0.3838384   0.1729694983E+000   0.9932135729E+000
 0.3939394   0.1564812804E+000   0.9930279441E+000
 0.4040404   0.1450944224E+000   0.1005041916E+001
 0.4141414   0.1332150239E+000   0.9938582834E+000
 0.4242424   0.1235621087E+000   0.9976027944E+000
 0.4343434   0.1129277110E+000   0.9719341317E+000
 0.4444444   0.1084060755E+000   0.1009191617E+001
 0.4545455   0.1021396662E+000   0.1013087824E+001
 0.4646465   0.9559597553E-001   0.9897744511E+000
 0.4747475   0.8994052545E-001   0.9891157685E+000
 0.4848485   0.8486042461E-001   0.9845828343E+000
 0.4949495   0.8134745812E-001   0.1008964072E+001
 0.5050505   0.7663190256E-001   0.9898123752E+000
 0.5151515   0.7379143370E-001   0.9969980040E+000
 0.5252525   0.7041905585E-001   0.9973013972E+000
 0.5353535   0.6652844667E-001   0.9847385230E+000
 0.5454545   0.6505329076E-001   0.1011167665E+001
 0.5555556   0.6208182976E-001   0.9991536926E+000
 0.5656566   0.5920336917E-001   0.1001119760E+001
 0.5757576   0.5692953642E-001   0.9896586826E+000
 0.5858586   0.5497229695E-001   0.1000167665E+001
 0.5959596   0.5367035280E-001   0.1008896208E+001
 0.6060606   0.5084581216E-001   0.9856107784E+000
 0.6161616   0.5005882925E-001   0.1001457086E+001
 0.6262626   0.4809350835E-001   0.9937285429E+000
 0.6363636   0.4645280552E-001   0.9927664671E+000
 0.6464646   0.4613849975E-001   0.1014383234E+001
 0.6565657   0.4395644946E-001   0.9936187625E+000
 0.6666667   0.4318909296E-001   0.9949860279E+000
 0.6767677   0.4188998977E-001   0.9910479042E+000
 0.6868687   0.4087001447E-001   0.9989860279E+000
 0.6969697   0.3922778435E-001   0.9824091816E+000
 0.7070707   0.3918267729E-001   0.1005584830E+001
 0.7171717   0.3937687529E-001   0.9998123752E+000
 0.7272727   0.3896374982E-001   0.9923093812E+000
 0.7373737   0.3912698695E-001   0.9904850299E+000
 0.7474747   0.3948990516E-001   0.9913213573E+000
 0.7575758   0.3940791251E-001   0.9923992016E+000
 0.7676768   0.3957227901E-001   0.1006520958E+001
 0.7777778   0.3950032158E-001   0.9895688623E+000
 0.7878788   0.4002453375E-001   0.1001127745E+001
 0.7979798   0.3989815009E-001   0.9957165669E+000
 0.8080808   0.4039875348E-001   0.9938283433E+000
 0.8181818   0.4037176626E-001   0.9982315369E+000
 0.8282828   0.4064063113E-001   0.1007776447E+001
 0.8383838   0.4073563993E-001   0.9921916168E+000
 0.8484848   0.4148385685E-001   0.1010283433E+001
 0.8585859   0.4183027177E-001   0.1009113772E+001
 0.8686869   0.4174415097E-001   0.1003313373E+001
 0.8787879   0.4216262832E-001   0.1002928144E+001
 0.8888889   0.4215487711E-001   0.9974910180E+000
 0.8989899   0.4275556373E-001   0.9948522954E+000
 0.9090909   0.4318273254E-001   0.1006828343E+001
 0.9191919   0.4358044646E-001   0.1007672655E+001
 0.9292929   0.4357657369E-001   0.9991796407E+000
 0.9393939   0.4468534225E-001   0.1020720559E+001
 0.9494949   0.4447796807E-001   0.1014510978E+001
 0.9595960   0.4507491594E-001   0.1015373253E+001
 0.9696970   0.4515000366E-001   0.1006604790E+001
 0.9797980   0.4561999399E-001   0.1003896208E+001
 0.9898990   0.4562042615E-001   0.1000932136E+001
 1.0000000   0.4704402620E-001   0.1032097804E+001


 0.0000000   0.4955317778E+001   0.1032717565E+001
 0.0101010   0.4961287341E+001   0.1033821357E+001
 0.0202020   0.4999512274E+001   0.1039981038E+001
 0.0303030   0.4928331054E+001   0.1037426148E+001
 0.0404040   0.4872111400E+001   0.1023825349E+001
 0.0505051   0.4820287063E+001   0.1031230539E+001
 0.0606061   0.4739143871E+001   0.1039233533E+001
 0.0707071   0.4596815643E+001   0.1026752495E+001
 0.0808081   0.4538040477E+001   0.1038566866E+001
 0.0909091   0.4373801187E+001   0.1043066866E+001
 0.1010101   0.4228830860E+001   0.1036224551E+001
 0.1111111   0.4070418694E+001   0.1031593812E+001
 0.1212121   0.3861355697E+001   0.1038549900E+001
 0.1313131   0.3688494938E+001   0.1040308383E+001
 0.1414141   0.3472521874E+001   0.1032998004E+001
 0.1515152   0.3230853183E+001   0.1035335329E+001
 0.1616162   0.3032316058E+001   0.1037674651E+001
 0.1717172   0.2795486196E+001   0.1036813373E+001
 0.1818182   0.2542775865E+001   0.1030504990E+001
