# Lambda, Enthalpy^2/Volume
 0.0000000   0.8816345404E+009
 0.0101010   0.8817026948E+009
 0.0202020   0.8818979739E+009
 0.0303030   0.8817620047E+009
 0.0404040   0.8816616925E+009
 0.0505051   0.8816535462E+009
 0.0606061   0.8817283327E+009
 0.0707071   0.8816178671E+009
 0.0808081   0.8817759913E+009
 0.0909091   0.8819484664E+009
 0.1010101   0.8816284569E+009
 0.1111111   0.8813762051E+009
 0.1212121   0.8815359646E+009
 0.1313131   0.8815128274E+009
 0.1414141   0.8814276457E+009
 0.1515152   0.8815165318E+009
 0.1616162   0.8814829730E+009
 0.1717172   0.8812204782E+009
 0.1818182   0.8813943897E+009
 0.1919192   0.8813353579E+009
 0.2020202   0.8812798838E+009
 0.2121212   0.8809487359E+009
 0.2222222   0.8809917522E+009
 0.2323232   0.8808800055E+009
 0.2424242   0.8806841872E+009
 0.2525253   0.8806054040E+009
 0.2626263   0.8804919924E+009
 0.2727273   0.8804114672E+009
 0.2828283   0.8803795355E+009
 0.2929293   0.8800192554E+009
 0.3030303   0.8799952653E+009
 0.3131313   0.8797414138E+009
 0.3232323   0.8797336841E+009
 0.3333333   0.8796061943E+009
 0.3434343   0.8792652452E+009
 0.3535354   0.8794325715E+009
 0.3636364   0.8791780576E+009
 0.3737374   0.8790686661E+009
 0.3838384   0.8791021344E+009
 0.3939394   0.8788221242E+009
 0.4040404   0.8785624351E+009
 0.4141414   0.8786793193E+009
 0.4242424   0.8784009620E+009
 0.4343434   0.8783973241E+009
 0.4444444   0.8783225515E+009
 0.4545455   0.8782530787E+009
 0.4646465   0.8780401082E+009
 0.4747475   0.8780191729E+009
 0.4848485   0.8778758094E+009
 0.4949495   0.8776315685E+009
 0.5050505   0.8774743671E+009
 0.5151515   0.8774279207E+009
 0.5252525   0.8773456721E+009
 0.5353535   0.8772249482E+009
 0.5454545   0.8772222092E+009
 0.5555556   0.8768732664E+009
 0.5656566   0.8769349586E+009
 0.5757576   0.8767964393E+009
 0.5858586   0.8767938481E+009
 0.5959596   0.8764983608E+009
 0.6060606   0.8766032119E+009
 0.6161616   0.8763585073E+009
 0.6262626   0.8762304176E+009
 0.6363636   0.8760808944E+009
 0.6464646   0.8759633031E+009
 0.6565657   0.8759945415E+009
 0.6666667   0.8760176716E+009
 0.6767677   0.8757845307E+009
 0.6868687   0.8758389257E+009
 0.6969697   0.8758530127E+009
 0.7070707   0.8756789390E+009
 0.7171717   0.8756398774E+009
 0.7272727   0.8755538636E+009
 0.7373737   0.8753716398E+009
 0.7474747   0.8756373348E+009
 0.7575758   0.8755627836E+009
 0.7676768   0.8755203762E+009
 0.7777778   0.8757868962E+009
 0.7878788   0.8755709630E+009
 0.7979798   0.8759363731E+009
 0.8080808   0.8759694395E+009
 0.8181818   0.8759113051E+009
 0.8282828   0.8758784063E+009
 0.8383838   0.8762594039E+009
 0.8484848   0.8761612703E+009
 0.8585859   0.8760398010E+009
 0.8686869   0.8767544883E+009
 0.8787879   0.8763157816E+009
 0.8888889   0.8762303854E+009
 0.8989899   0.8762737465E+009
 0.9090909   0.8761894663E+009
 0.9191919   0.8760890514E+009
 0.9292929   0.8761985497E+009
 0.9393939   0.8763063620E+009
 0.9494949   0.8763287866E+009
 0.9595960   0.8762534299E+009
 0.9696970   0.8764982581E+009
 0.9797980   0.8769206854E+009
 0.9898990   0.8771048949E+009
 1.0000000   0.8774505860E+009


 0.0000000   0.8828546712E+009
 0.0101010   0.8830052359E+009
 0.0202020   0.8830444609E+009
 0.0303030   0.8828641935E+009
 0.0404040   0.8828396564E+009
 0.0505051   0.8828797031E+009
 0.0606061   0.8828981537E+009
 0.0707071   0.8827436520E+009
 0.0808081   0.8829168723E+009
 0.0909091   0.8830173854E+009
 0.1010101   0.8828622650E+009
 0.1111111   0.8827508684E+009
 0.1212121   0.8825559775E+009
 0.1313131   0.8827131679E+009
 0.1414141   0.8826902649E+009
 0.1515152   0.8826794901E+009
 0.1616162   0.8826436802E+009
 0.1717172   0.8823680299E+009
 0.1818182   0.8825223886E+009
 0.1919192   0.8824298718E+009
 0.2020202   0.8823613902E+009
 0.2121212   0.8820836595E+009
 0.2222222   0.8821523855E+009
 0.2323232   0.8820997838E+009
 0.2424242   0.8819625246E+009
 0.2525253   0.8817732095E+009
 0.2626263   0.8817739388E+009
 0.2727273   0.8816295384E+009
 0.2828283   0.8815266976E+009
 0.2929293   0.8812423502E+009
 0.3030303   0.8814148111E+009
 0.3131313   0.8811181821E+009
 0.3232323   0.8811319548E+009
 0.3333333   0.8811502235E+009
 0.3434343   0.8809678696E+009
 0.3535354   0.8810356703E+009
 0.3636364   0.8809966122E+009
 0.3737374   0.8809253977E+009
 0.3838384   0.8809237610E+009
 0.3939394   0.8809166356E+009
 0.4040404   0.8805533768E+009
 0.4141414   0.8808080114E+009
 0.4242424   0.8804566256E+009
 0.4343434   0.8804300085E+009
 0.4444444   0.8803870288E+009
 0.4545455   0.8804605893E+009
 0.4646465   0.8803318197E+009
 0.4747475   0.8802203788E+009
 0.4848485   0.8803304905E+009
 0.4949495   0.8800969744E+009
 0.5050505   0.8800234284E+009
 0.5151515   0.8800524780E+009
 0.5252525   0.8799151058E+009
 0.5353535   0.8798145249E+009
 0.5454545   0.8796905750E+009
 0.5555556   0.8796568023E+009
 0.5656566   0.8795171150E+009
 0.5757576   0.8794020781E+009
 0.5858586   0.8796015959E+009
 0.5959596   0.8793796216E+009
 0.6060606   0.8793828624E+009
 0.6161616   0.8792439234E+009
 0.6262626   0.8791391359E+009
