Simulation state at cycle:    2000000
##############################################################################                                           

Number-of-molecules: 334   

Box-size(s):    21.576673

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.3030870040E+000   0.2356989868E+000   0.1649874444E+000   0.2368996032E+001

Rotation per molecule type
Box 1    0.2205053537E+002   0.9000000000E+002   0.7872459795E+001   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.1385676253E+003

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 300   
Atomtype         X                  Y                   Z
  3        7.1952824781        8.6682516680        3.7009502587
  1        1.8882026203        2.0572990647       12.5522565764
  2        1.4461638205        2.3980498543       11.7746195944
  2        1.8863690299        2.7890320337       13.1693401825
  3        1.8296388602        2.1988007281       12.5310734400
  1        1.4755031958       12.5637163618       10.2363879297
  2        1.6153068259       13.2825578544        9.6199866558
  2        1.2825968852       11.8070084508        9.6828457275
  3        1.4684969194       12.5587203317       10.0820275987
  1       20.2356358543       14.1042026963        8.3090125110
  2       21.0833550773       14.0200105924        7.8725351512
  2       20.0771862410       13.2422121869        8.6938433293
  3       20.3265769017       13.9793649889        8.3021983551
  1       10.1861471197       17.8171206772        4.1420219144
  2       10.0799512046       18.4906213701        3.4701975912
  2        9.8167384540       18.2077601763        4.9339604829
  3       10.1233966690       17.9575215047        4.1578695814
  1        1.4121056883       10.3477842350       13.4810097555
  2        2.3285938044       10.6147884249       13.5516282548
  2        1.3245016684        9.6240673217       14.1013226137
  3        1.5214672310       10.2875263434       13.5721700510
  1        8.9279886654       14.3756972185       11.2573954189
  2        8.9968506777       14.3687642642       12.2120883718
  2        8.1199640928       14.8566751610       11.0785513922
  3        8.8304648279       14.4382418993       11.3597595924
  1        0.1516474844       18.7086663510        3.1388438395
  2        1.0453735783       18.5610134319        3.4481672326
  2        0.1555274883       19.6093877685        2.8149386827
  3        0.2700760899       18.8080249141        3.1369199466
  1       13.2119442130       19.2757280905       18.5779350306
  2       12.2677947168       19.2051168595       18.4371356704
  2       13.3008198572       19.4879287801       19.5070747747
  3       13.0991008512       19.2944091602       18.6819473056
  1        7.1150068097       19.1116542763        9.6326454777
  2        6.4084563833       19.7523074674        9.7137544199
  2        6.7020264629       18.3488720685        9.2278749088
  3        6.9672978441       19.0955407838        9.5899421191
  1        4.4949931514       16.0806034279        0.8316254532
  2        4.7452986912       16.6494275754        0.1036042290
  2        4.2414850234       15.2564303675        0.4160522678
  3        4.4945706074       16.0469131313        0.6807415728
  1        0.6356311980        4.1747806910        7.5881719256
  2        1.2071994839        4.8960900576        7.3250157571
  2        0.7351245516        4.1243039635        8.5388463438
  3        0.7241699171        4.2632891962        7.6788819015
  1       20.9109287158       10.8646270436        6.2937447490
  2       20.8567429191       11.3428145562        5.4663214721
  2       21.1540645395        9.9740554953        6.0407705102
  3       20.9358584576       10.8102178028        6.1511989581
  1       13.3347983600        6.3519241130       19.2742952978
  2       13.3271203993        6.4881951009       20.2217128107
  2       12.8884686053        5.5145272887       19.1486569849
  3       13.2748973625        6.2594187755       19.3827194327
  1       18.9853580078        2.2823860617       21.1345258012
  2       18.6012064883        1.5345004652       21.5920445674
  2       18.6467487451        3.0476986431       21.5991429520
  3       18.8899981927        2.2846853481       21.2561908288
  1       14.4462524842       16.9817619800       15.5326244215
  2       15.1577535374       17.5921531754       15.7260605008
  2       13.9470253417       17.4080935009       14.8360310168
  3       14.4742595390       17.1185453929       15.4662387090
  1       17.3880534728        0.3476694060        0.5039072008
  2       17.1902118333       -0.3255508501       -0.1471395329
  2       16.5824873976        0.8602307137        0.5715302823
  3       17.2556655839        0.3264723405        0.4269312871
  1        2.0965681846        1.4767512697        7.5344856324
  2        2.9199463533        1.9477064270        7.4061177708
  2        2.3364654336        0.5522759309        7.4710558698
  3        2.2368549153        1.4169145966        7.5091801836
  1        4.4282021103        8.2862585848       18.6220774056
  2        3.8474833434        8.8248132577       18.0845336820
  2        5.2763034416        8.3338021999       18.1808377730
  3        4.4634801062        8.3635873853       18.4929384123
  1       18.3257852124       -0.2796607721        6.2038666163
  2       18.7470300096        0.5786144493        6.1575509394
  2       17.4536159118       -0.1002926360        6.5551164700
  3       18.2662910086       -0.1427558914        6.2440991073
  1        9.6689682644       10.4706707964        7.6546148391
  2        9.8659824118       11.1472597788        8.3024122238
  2        9.4443259509       10.9564049276        6.8609985202
  3        9.6653230517       10.6240257099        7.6353757396
  1        2.1856954576        9.5999498061       17.0720155682
  2        2.4038064379       10.5103048461       16.8722407495
  2        1.4060825753        9.6556566147       17.6245815661
  3        2.1116118619        9.7274103456       17.1185622299
  1       14.7605869611        9.1289277580        6.5972640947
  2       14.5782424844        8.8023282284        7.4783497410
  2       15.2120150698        9.9611006708        6.7384362686
  3       14.7960893929        9.1956322410        6.7321390341
  1       14.0031486285       21.4329968394        2.2089332817
  2       13.1733757566       21.8496906697        2.4414669561
  2       13.9495557700       20.5591016717        2.5957972348
  3       13.8865988726       21.3726744809        2.2906555398
  1        1.8293874805        2.3089641141        0.5882912154
  2        2.4386493835        2.9650338857        0.2497634245
  2        2.0744389090        1.4997324651        0.1396013310
  3        1.9421041128        2.2887561993        0.4844270686
  1       14.6898086460       20.6103564109       16.8446821981
  2       14.1718438246       20.1274081887       17.4886559051
  2       15.1522088714       21.2734869178       17.3571981873
  3       14.6824775487       20.6341293518       16.9972674604
  1        6.2188594266       16.4951927552        2.9851725506
  2        6.0294363428       17.3970889006        3.2438826493
  2        5.6090215140       16.3178328169        2.2690232299
  3        6.1134063048       16.5907868168        2.9248188061
  1       17.8455799102       14.3950409088       11.9753551459
  2       17.9899604234       15.3384044240       12.0491672221
  2       18.3744920231       14.0156689640       12.6771796120
  3       17.9344129819       14.4694529870       12.0776912979
  1        9.2595052375       20.2975438001       15.2056425398
  2       10.1128283639       20.6727493320       15.4231031746
  2        8.9088825244       19.9968159571       16.0440071111
  3        9.3258306658       20.3073702584       15.3449463024
  1        5.1736624197       13.7482420705       12.7472481697
  2        5.0004221485       13.1303897256       12.0369841588
  2        5.0382464510       14.6102798154       12.3538245828
  3        5.1329388460       13.7804594724       12.6016295254
  1        1.4602105188       20.0558966892        9.0775568232
  2        0.8578528428       19.7878487709        8.3836229499
  2        2.3309278760       19.9436792923        8.6961289579
  3        1.4956174338       20.0057251372        8.9356754441
  1        5.5747921008        6.1139679371       10.2598835465
  2        4.8373337234        5.5371357440       10.4590027058
  2        6.3454801995        5.5503589723       10.3278060484
  3        5.5791763731        5.9635000913       10.2951165642
  1       10.7763663091        8.1681907055       18.9676192310
  2       11.7016515841        8.3016512053       19.1732016517
  2       10.7334198551        7.2764377085       18.6224223720
  3       10.8927805763        8.0681428970       18.9491987420
  1       15.7870772300       11.8435522146       11.3809378048
  2       15.8604395078       12.7715943266       11.6036135589
  2       16.1703702887       11.7755435411       10.5064722946
  3       15.8473275501       11.9570235480       11.2949417849
  1        2.4656801829        9.2617986470       20.8152783872
  2        3.0032279397        9.4609308791       21.5818404787
  2        3.0973178435        9.0562050870       20.1260804253
  3        2.6199404969        9.2609461505       20.8254856775
  1       20.5523537428       19.4835891904        7.3267834491
  2       20.2098300443       19.3016579877        6.4516793237
  2       19.9506239711       19.0321219788        7.9186679949
  3       20.4277705632       19.4000196925        7.2894159447
  1       17.0073327168       10.1416428573        4.3785229755
  2       17.3760573916       10.4546168534        5.2045484405
  2       17.5413113568       10.5603602182        3.7034146431
  3       17.1264338403       10.2381809571        4.3984347225
  1       21.0170943784       21.3072782768        2.6883276063
  2       20.1451350110       20.9247577826        2.5903806307
  2       20.9707491250       22.1356803831        2.2110114169
  3       20.8959348454       21.3661071302        2.6124283733
  1       16.6312075128       14.4791100390        4.6908112985
  2       17.2772733821       14.0982887102        4.0959981472
  2       16.9403898056       14.2414780677        5.5649772055
  3       16.7572413131       14.3975123738        4.7276686209
  1        2.6380837542       17.9209336985        7.2305154044
  2        1.8263366038       17.4197023811        7.1526539428
  2        2.8818111671       18.1247833760        6.3275918561
  3        2.5631402065       17.8816976761        7.1011123163
  1       16.9834887579       17.5403609228        8.1684235034
  2       16.9739821176       16.6196364774        8.4299666095
  2       17.8516783988       17.8531232446        8.4226972817
  3       17.0967819168       17.4601474454        8.2364794964
  1       21.1135414252        0.7975003979       12.1356362133
  2       20.3132739470        1.2272649727       12.4374690321
  2       21.8184098698        1.2504630765       12.5984687582
  3       21.1009546407        0.9139659142       12.2365248468
  1       20.1558235166       15.9079459093        4.8693566483
  2       20.7850268798       15.8581720921        5.5889776400
  2       19.4088799641       15.3887913571        5.1673206682
  3       20.1402890784       15.8328824783        5.0036150654
  1       15.0058266433       16.7076908745        4.5496438994
  2       15.1881296107       17.0767055530        5.4138328093
  2       15.2939788518       15.7970202241        4.6119010122
  3       15.0678976904       16.6362257167        4.6718775950
  1        9.5886032191        2.7214033744        2.6435984076
  2        9.4773742942        3.5064407404        3.1798568686
  2        9.2611131025        2.0081120778        3.1914984229
  3        9.5307193829        2.7308694274        2.7866404131
  1       20.6440020781       16.9710991693       12.0277859656
  2       20.8051714388       17.8849769033       12.2624785336
  2       21.0071544532       16.8819732036       11.1466471617
  3       20.7131801865       17.0799154998       11.9424949605
  1       10.5579369841        6.7221821164       15.5536713212
  2       11.4843091013        6.5144838936       15.4315041177
  2       10.1580620405        5.8921006507       15.8130811645
  3       10.6274021161        6.5852592484       15.5717788792
  1       18.1039605512        7.6173745411        7.3106490239
  2       18.0439057113        6.6809746225        7.4997978689
  2       17.7130365895        8.0420110633        8.0742529507
  3       18.0444591834        7.5498533583        7.4363535867
  1       17.2821534167        2.2868428485       10.1628728366
  2       16.4328327322        1.9542831928       10.4531952904
  2       17.1350411214        3.2203204982       10.0105372627
  3       17.1506857623        2.3661269356       10.1810785883
  1       14.6786766254        6.6845952429        4.2568420599
  2       14.1373163959        7.4059365762        4.5775045925
  2       15.0291052328        6.9995241179        3.4236264384
  3       14.6534854354        6.8213189527        4.1892166865
  1       12.4949302805       16.1069563548        4.0719482375
  2       11.8791765371       16.8373227977        4.0116086688
  2       13.3054199423       16.5022591858        4.3929947401
  3       12.5206234028       16.2554752236        4.1063454621
  1       17.5985847447        8.5099374519       13.0231394520
  2       16.7770884881        8.0451522360       12.8639311592
  2       17.7796933646        8.9656598649       12.2011020885
  3       17.5140931008        8.5087417212       12.8936755870
  1       15.1491784445       20.7536884187       12.9185125084
  2       15.8315725047       20.1180491837       12.7028048672
  2       15.0858588412       21.3104587912       12.1424802559
  3       15.2308580641       20.7432825966       12.7876640518
  1       19.7312753952       11.3044219502       21.1682202253
  2       19.5165500193       11.7648693854       20.3569805263
  2       19.9990141015       11.9962144143       21.7731729909
  3       19.7382698829       11.4564465017       21.1410030819
  1       16.9597587703       14.9721499753        9.3213207345
  2       17.2558385142       14.3448430430        8.6617364148
  2       17.2170161980       14.5816136003       10.1565025306
  3       17.0327651254       14.8378574791        9.3444887637
  1        6.2929840543       17.5694600099       20.4375010232
  2        6.8848539562       16.8655649098       20.1720761105
  2        6.8277116876       18.1355399358       20.9941414392
  3        6.4416253964       17.5512769128       20.4759234961
  1        6.3972127919        7.3627820457       12.7530878156
  2        5.9405468912        6.9778671779       12.0050734598
  2        5.9409755651        7.0133096483       13.5185584638
  3        6.2767659227        7.2658882524       12.7553909688
  1        3.0517032753       15.2433366925       15.3317876228
  2        2.6038569249       15.0567477055       16.1569220804
  2        2.5319498485       15.9386499088       14.9285202381
  3        2.9240398241       15.3104568928       15.3874480392
  1       14.1492707083        8.1840518336       17.5411187997
  2       15.0921510440        8.3199534739       17.6345858721
  2       13.9231648557        7.5774924087       18.2462361548
  3       14.2438407014        8.1219540546       17.6464826562
  1       13.6840608365        3.9369245783       11.3147348719
  2       13.4674869241        4.6598189552       11.9035881111
  2       14.6136494278        4.0561731534       11.1201237078
  3       13.7781347675        4.0480354717       11.3667504935
  1       15.5960075425       13.8963998157       15.1574565044
  2       15.1569884989       14.0635034529       14.3234497115
  2       16.2104944393       14.6237830272       15.2551713663
  3       15.6191584694       14.0144168728       15.0603114128
  1        4.4690686637       20.0093911097        8.7495942396
  2        4.2916421297       20.3260396768        7.8638842493
  2        4.4372721156       19.0556834396        8.6743656790
  3        4.4414641299       19.9253386268        8.6228096592
  1       16.9292871437       18.6039134040       16.1030209073
  2       17.7823052192       18.9917495521       15.9076444452
  2       16.5086090113       19.2324224084       16.6897363556
  3       16.9863293325       18.7380082362       16.1546535004
  1        5.3836942989        0.0962069185       14.6780859173
  2        6.2063173388        0.2516171029       14.2140086762
  2        5.1718266308        0.9388443907       15.0797111886
  3        5.4642763127        0.2278876106       14.6698461118
  1       15.9292126967       11.1971598152        8.6255159753
  2       15.9842289604       10.2638349430        8.8307148313
  2       15.0523931724       11.4542912166        8.9106468947
  3       15.8207853872       11.1079440111        8.6902092429
  1        7.9837161076       11.9374741411       16.1091791026
  2        8.1030268898       11.0277517032       15.8364178514
  2        7.7991527840       11.8846186888       17.0469271272
  3        7.9751067995       11.8104732691       16.1969163143
  1       20.3831305555        7.4165520517       10.1498067102
  2       20.4591722891        7.2551141365        9.2093897116
  2       21.2853098531        7.5359442100       10.4465333594
  3       20.5121953567        7.4110046068       10.0648793121
  1        5.1616446564        6.9861057011        5.8480235100
  2        4.6619725763        6.7500284033        6.6295758107
  2        4.8286645891        6.4036795711        5.1652843543
  3        5.0517859635        6.8781137660        5.8610607465
  1       15.7572355287        5.2212368329       20.6486892824
  2       16.0505567897        6.1179288828       20.8103515303
  2       14.9604606593        5.3196628852       20.1274496095
  3       15.6908107251        5.3525310046       20.6012472551
  1       17.6816820565       12.3510392140       15.9854797190
  2       17.0430026916       12.9494879690       15.5979536769
  2       18.3882161626       12.3041398948       15.3413999975
  3       17.6906346944       12.4238096984       15.8493714280
  1       -0.0592982366       16.3455277330        9.4623859322
  2       -0.3631526300       15.4643262105        9.2447048320
  2        0.8235150465       16.2161822743        9.8089968617
  3        0.0170886040       16.2121979015        9.4793967122
  1        8.3082011668        2.4589652741        6.2624100097
  2        8.7475545472        1.9245605095        5.6008899181
  2        7.5987369699        1.9041984162        6.5866367260
  3        8.2725632100        2.3152618427        6.2179081016
  1       21.5736613948        1.0870008242       19.5356165540
  2       21.8720206841        1.2131606830       18.6348978957
  2       21.0989556107        0.2560151490       19.5170180854
  3       21.5503945414        0.9940073177       19.4143234327
  1       18.0511455100       16.9468809860       12.8468171988
  2       18.9399042705       16.7917161631       12.5270353664
  2       17.8353551388       17.8269626121       12.5384026662
  3       18.1399358024       17.0425252628       12.7639340504
  1        3.9287896329       11.0912272504       13.5011898049
  2        4.8414536804       10.9187301314       13.7325288576
  2        3.9543414677       11.3083564771       12.5692935233
  3        4.0525762235       11.0971159340       13.4087594884
  1        5.9602318225        8.2259786654        8.5033714864
  2        5.4151534461        8.9738184011        8.7480221971
  2        5.8393900129        7.5977863530        9.2154110588
  3        5.8723714580        8.2417647407        8.6295955577
  1        3.9315024985        5.5070026298        3.7163814822
  2        4.6482995644        4.9212452723        3.9599363247
  2        4.2292533000        5.9282874995        2.9100985321
  3        4.0653602000        5.4853024125        3.6421361031
  1       13.4913587920       11.4167228069        0.7630328760
  2       14.0961284426       10.6794345084        0.8460287281
  2       13.8172078995       12.0657663859        1.3865659295
  3       13.6141430311       11.4050799503        0.8562510852
  1        5.1223775752       19.0754146522        3.4550465060
  2        5.1142545702       19.7968075656        2.8259559257
  2        5.5091021058       19.4510594341        4.2459724268
  3        5.1723296096       19.2201559198        3.4763987826
  1        2.4013103339        8.3669933172        9.0530466511
  2        3.1687984225        8.9389848166        9.0489926044
  2        2.6781621096        7.5904603971        8.5666533994
  3        2.5390987402        8.3400064738        8.9883378777
  1        8.7720070699       17.9760042142       14.0110110413
  2        9.0613115413       18.7928306831       14.4176141889
  2        8.0261325927       18.2295856749       13.4673232780
  3        8.7117680082       18.1172319963       13.9929243328
  1       16.4610778044       13.7384017395        0.3489039107
  2       17.0990419724       14.3972932136        0.6229338774
  2       16.8567282365       12.9031211245        0.5978932812
  3       16.5974511379       13.7151292595        0.4179101829
  1       13.9223425232       14.1344994162       12.4539430921
  2       13.5257100751       14.9509349385       12.1500608518
  2       13.2338287052       13.7087759407       12.9647629448
  3       13.7791701904       14.1860492920       12.4812460850
  1       21.0783668970        4.2906873915        4.0015304089
  2       21.9813121714        4.1285282932        4.2747023969
  2       20.8622909170        5.1426666732        4.3805701844
  3       21.1689912509        4.3817010806        4.0875821077
  1       20.9769863416        2.3769574644        1.9654250000
  2       21.8248117052        2.6930359824        1.6531507611
  2       20.6804915042        3.0503590106        2.5776748231
  3       21.0497279435        2.5075077630        2.0050032629
  1       21.5852360163        9.0549913494       18.8226857754
  2       21.7103150214        8.1311821046       19.0398502264
  2       20.7247734171        9.0889032102       18.4047350870
  3       21.4882107691        8.9375798184       18.7961943844
  1        1.4315725383       15.9861454408       20.0753106734
  2        0.9531033559       15.3622073629       20.6212018653
  2        0.7832907416       16.6527695417       19.8482166465
  3        1.2829109511       15.9917773613       20.1173722233
  1        2.9012544638       21.0824631476        0.2339262997
  2        2.7748084693       21.2780621917        1.1623556731
  2        2.1572160132       20.5266107694        0.0022722588
  3        2.7864042426       21.0349319420        0.3258576392
  1        7.8306401596       11.6741854406       18.8189089569
  2        6.8989740382       11.7484376154       19.0255814750
  2        8.0739978855       10.7984524431       19.1190712651
  3        7.7398259332       11.5684394387       18.8857798726
  1       10.9289356040       12.1789466494       17.9664951868
  2       10.7998116615       11.6880132316       17.1549903725
  2       11.5033585940       11.6239142720       18.4939475216
  3       10.9876875948       12.0409437205       17.9290177910
  1       14.4024030040       15.0124155627        7.7855742073
  2       14.2712443535       15.9495647175        7.6414300192
  2       15.1821396553       14.9614538680        8.3384234970
  3       14.4879752704       15.1293376127        7.8394980558
  1        2.0435330042        3.2380167601        4.1985915288
  2        2.3477829970        2.5127507569        3.6530185791
  2        2.3459303802        4.0239430387        3.7435042971
  3        2.1235730151        3.2460201726        4.0665661447
  1        0.2411823672        1.6691105410       16.7521815596
  2       -0.1132181919        1.2719645199       15.9566289476
  2        1.0037760414        2.1647368176       16.4537956370
  3        0.2950386651        1.6821038566       16.6078491900
  1        7.9704097578        0.4544521693       20.7354249557
  2        8.5898735461       -0.2392954478       20.5091341345
  2        8.5071556660        1.2445535397       20.7976530158
  3        8.1229580775        0.4671649178       20.7137787971
  1       11.7724474079        1.3312807929        2.5838010594
  2       12.3740059223        2.0510484642        2.3933003247
  2       10.9049503289        1.7358202996        2.5787729043
  3       11.7373599308        1.4796199491        2.5580033138
  1       11.2178930781        2.1488071245        8.2009835928
  2       11.4336030504        2.3756685141        7.2964219339
  2       11.5098180474        2.9026150059        8.7136064240
  3       11.2848695596        2.2781949423        8.1492718576
  1       15.2615521935       21.3095728004        7.2837422350
  2       15.0230674151       22.1609744460        6.9170421870
  2       14.4326266811       20.8352508239        7.3480060223
  3       15.1207199148       21.3593240437        7.2438393147
  1        2.2231058567       12.5177201274       16.6779476741
  2        2.6000586956       12.6078485941       17.5531688425
  2        1.4437333667       13.0731939384       16.6939490487
  3        2.1700112998       12.6028997821       16.7955340443
  1        5.6963863772        9.9955885116       21.3687544975
  2        5.7968074502       10.4451916825       20.5297066600
  2        6.1843534801        9.1788885698       21.2633126247
  3        5.7740173016        9.9471543947       21.2441401488
  1        2.8489686924        0.6185533259        3.2771019429
  2        3.7153858649        0.6595261570        3.6819120060
  2        2.2499832095        0.4631490798        4.0073721590
  3        2.8842531698        0.6034554417        3.4268624836
  1       11.8677832969       14.7490102894        9.4289738928
  2       12.1760750972       15.1839223915       10.2239810036
  2       12.6584277829       14.3801440760        9.0352129371
  3       12.0127750613       14.7577242704        9.4819136207
  1       17.8979344381       16.2808966413        1.0158605628
  2       17.7754372206       16.6957327685        0.1619670704
  2       18.8445219106       16.2972694404        1.1570440080
  3       18.0066634896       16.3377896058        0.9218268244
  1        0.5032919850        6.1119931368       19.5626039368
  2        0.3662743042        5.6780810762       20.4047293169
  2        1.2263926188        5.6312781446       19.1597798479
  3        0.5806187623        5.9913188158       19.6205645940
  1       10.8940143666        2.2120778077       14.7889558119
  2       10.4958919801        2.8316560601       15.4003885811
  2       10.4801717910        2.4054933439       13.9477938596
  3       10.7868851054        2.3193428105       14.7586457384
  1        6.4628864434       15.7795539108       10.6819377075
  2        5.5804654174       15.8111185757       11.0514853791
  2        6.3251548794       15.6802768420        9.7399171362
  3        6.3282892645       15.7706200526       10.6064066172
  1        7.6822400133       10.6141154763       10.3860602260
  2        7.6644477475       11.5075766674       10.0430744943
  2        7.3962358989       10.7004090864       11.2954466875
  3        7.6421576412       10.7433826405       10.4607901646
  1        4.1927863329        7.1946973716        1.3626750624
  2        4.7217454324        7.0620640561        0.5760116327
  2        4.4425051688        8.0639916266        1.6760385545
  3        4.2955237611        7.2918911496        1.3002286823
  1       16.2115773735       19.0655218303        5.9416009863
  2       16.5582943022       18.8157523440        6.7981237543
  2       15.7799095492       19.9062805020        6.0933126285
  3       16.2003690984       19.1434959274        6.0746257011
  1        6.1885875506       19.4805779945       16.6969011701
  2        5.9753521243       19.8652043890       15.8467118579
  2        7.1348494208       19.5968288850       16.7823580615
  3        6.2853017994       19.5466628824       16.5960036892
  1       18.9661793678        9.6083041418       10.9560133594
  2       19.5733988430        8.9824484457       10.5612756825
  2       19.4146683283        9.9129452933       11.7448606817
  3       19.1054677239        9.5659236470       11.0080115085
  1        6.4605075670        3.7463869173       -0.0601940671
  2        7.3756739086        3.7958708110       -0.3363291578
  2        6.4994552323        3.7185796728        0.8958072475
  3        6.5863917288        3.7492468971        0.0295063138
  1       19.0501348977        5.2369554818        0.8669581520
  2       18.4453535431        5.1152079120        1.5988363654
  2       18.5717248401        5.7906113728        0.2498539080
  3       18.9072204849        5.2939407232        0.8821012322
  1        6.7060926070       16.2688008027       15.1308095665
  2        6.9031274287       15.4506086465       14.6747749719
  2        7.4365286030       16.8474284099       14.9119899498
  3        6.8284615122       16.2371930680       15.0417704621
  1        9.4447399125       -0.0650921555        8.1792523035
  2        8.6094683206        0.2148739127        8.5536438703
  2       10.0090365698        0.7049475061        8.2487999779
  3        9.4089879455        0.0734437954        8.2378248838
  1        9.7170978832       12.9354235761       21.3874496999
  2       10.5434537542       13.4152099194       21.3311494673
  2        9.9091171107       12.1931536244       21.9605052051
  3        9.8514605429       12.9007919401       21.4556295022
  1        3.1430474657       18.2431282988       20.4864362679
  2        2.7190688618       18.8709968319       21.0714592807
  2        2.5880965807       17.4642986717       20.5274558268
  3        3.0138891918       18.2232107516       20.5690352486
  1       16.7334278548       20.0800816244       20.0339462423
  2       17.2228996350       20.3993670122       19.2758546289
  2       15.9655587080       20.6496305466       20.0810596752
  3       16.6966965848       20.1973528952       19.9401410034
  1        7.4037429343       14.3839388392        8.0307034260
  2        7.1885719013       13.4740488753        8.2357164916
  2        6.9247650340       14.5675895977        7.2225690022
  3        7.3121581174       14.2881200869        7.9511286308
  1       13.0227667541       16.6111542917       18.7065153294
  2       13.5333472070       16.1937145010       19.4002590135
  2       13.1404137770       17.5496524894       18.8535152881
  3       13.1056540073       16.6799018422       18.8174416003
  1        9.6032551313       17.1481809080        8.7417072140
  2       10.2490416611       17.6388264911        8.2333221762
  2        9.0175474382       17.8175010304        9.0955231956
  3        9.6111818297       17.3012247891        8.7213136384
  1        2.1276821701       13.6697810742       12.7777428717
  2        1.6902143150       13.4771416803       11.9484415895
  2        1.5078052231       14.2228211867       13.2532719260
  3        1.9881779146       13.7173317255       12.7310667721
  1       19.4650543968       16.3182434273       19.1047893535
  2       20.1428036595       16.9686718196       19.2887119464
  2       19.8793266801       15.7050753682       18.4976385622
  3       19.6091338422       16.3231594916       19.0489493526
  1       16.2871770491        4.8250733781       10.1682853385
  2       16.2276899403        5.3441049010        9.3662278350
  2       17.0063063139        5.2230453426       10.6588972962
  3       16.3742091012        4.9460612418       10.1271937486
  1        4.4033860360        2.2968425223       20.9076112198
  2        5.0874116294        2.9390056313       21.0972535301
  2        4.3723562686        2.2544213369       19.9518569242
  3        4.4895411827        2.3759714407       20.8065317215
  1        1.2669340975        7.0164255359        1.3908763027
  2        2.1861737495        6.8851105980        1.1585327505
  2        1.2947479741        7.5062417933        2.2127857255
  3        1.3918867120        7.0637255837        1.4686626102
  1        1.6069517885       13.2146973555        4.5148272292
  2        0.6809076346       13.0238341135        4.3656892907
  2        1.9421976686       12.4395949457        4.9654436193
  3        1.5290028799       13.0872495080        4.5546037778
  1        3.2338000423       20.6821035407       11.4295781289
  2        3.4078031767       19.7414302886       11.4625238251
  2        2.5936341314       20.7832224215       10.7251696853
  3        3.1722953270       20.5713341802       11.3409864883
  1       14.2592282905       15.7259551635       20.8610062583
  2       13.7385095499       16.0138322520       21.6108112009
  2       15.1638705170       15.7525129038       21.1726884766
  3       14.3098824952       15.7674411543       21.0010570495
  1       11.5633033161       15.8354322354       16.1318260990
  2       10.7515638350       15.4270837610       16.4327566811
  2       11.8974730864       16.2994156965       16.8994709319
  3       11.5002935895       15.8427726199       16.2728121023
  1       11.5783167071       -0.1549495225       15.9518363118
  2       11.1771808656        0.7074734350       15.8443869936
  2       11.7481703251       -0.2252722185       16.8912154386
  3       11.5478017282       -0.0504411757       16.0615997006
  1       17.1684804846       17.2197561712       20.2037950133
  2       17.0092047767       18.1625072585       20.1581845634
  2       18.0566559751       17.1097184377       19.8642885004
  3       17.2646502689       17.3296229396       20.1529833433
  1       21.6072903690        4.8695891743        0.2834569130
  2       20.6842649500        5.0722653657        0.4356906614
  2       22.0835994823        5.5672057244        0.7336673689
  3       21.5483513876        4.9883722509        0.3629423656
  1       21.6215061022       21.6660924152        5.4192006181
  2       21.3487990899       21.5605774206        4.5077588217
  2       21.3048546828       20.8762062630        5.8574247869
  3       21.5437471639       21.5479547272        5.3567650979
  1       18.4012019264       11.4063776683       18.5230704392
  2       17.8733916076       10.6138751974       18.4251685599
  2       18.3231619904       11.8523974314       17.6797408380
  3       18.3212670853       11.3606633355       18.3988859757
  1        8.1475440103        7.8371197623        6.5808859726
  2        7.2313008899        7.6484884390        6.7837293735
  2        8.1246948940        8.2254234699        5.7062850205
  3        8.0236417950        7.8634641934        6.4922554362
  1       16.4420356761        0.2472744287        3.5909905138
  2       15.6478393174        0.0669096188        3.0880498055
  2       16.4876817443        1.2024554790        3.6331126525
  3       16.3432732376        0.3495023515        3.5301909039
  1        2.8939787426        9.0184248328        5.0818246764
  2        2.7065024532        9.7345351019        5.6886750700
  2        3.5354943287        8.4764101123        5.5410702234
  3        2.9538839069        9.0413947002        5.2224835420
  1        7.5217504798        7.6443161894       21.3428651978
  2        7.8757638593        6.9620924574       21.9133684700
  2        8.1848901048        8.3344969439       21.3540473638
  3        7.6559518986        7.6453660253       21.4196117745
  1        5.1894402309        5.9698792993       15.2222634190
  2        4.3233580425        6.3666501295       15.3155545127
  2        5.1663431887        5.2052210548       15.7975833062
  3        5.0721234518        5.9213408663       15.3104788024
  1       18.8300165228       20.0614381402        2.1742202160
  2       19.3616883879       19.7262488529        1.4522771113
  2       18.1044163460       20.5164522630        1.7467916157
  3       18.8044299547       20.0772476230        2.0225740892
  1        2.9986261222        6.0414162596       17.8949112296
  2        3.6505848416        5.3659986259       17.7078563574
  2        3.4865868050        6.7256400886       18.3531260273
  3        3.1490251285        6.0425781339       17.9306876040
  1       20.9928890490        6.2821345506       16.6080589713
  2       21.2628944395        5.9003385434       17.4432580942
  2       21.8141706767        6.4811610665       16.1584884974
  3       21.1368715821        6.2580202581       16.6589381523
  1       17.6654347591       19.6063788083       11.7806430228
  2       18.2979252760       20.1822865615       12.2101947457
  2       17.6409523615       19.9109732786       10.8735313991
  3       17.7456543051       19.7225507580       11.7176345904
  1       11.6441637348        4.4150748905        9.6785937782
